Age,Agency_Code,Type,Claimed,Commision,Channel,Duration,Sales,Product Name,Destination
71,C2B,Airlines,Yes,12.63,Online,37,50.5,Bronze Plan,ASIA
49,EPX,Travel Agency,No,0,Online,2,10,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,3,34,Cancellation Plan,ASIA
37,EPX,Travel Agency,No,0,Online,47,16,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,33,21,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,109,35,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,15,21,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,3,20,Customised Plan,ASIA
31,C2B,Airlines,Yes,9.75,Online,43,39,Bronze Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,53,24,Customised Plan,ASIA
31,CWT,Travel Agency,Yes,23.76,Online,6,39.6,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,11,19,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,31,21,Cancellation Plan,ASIA
48,CWT,Travel Agency,No,22.04,Online,33,58,Bronze Plan,EUROPE
24,C2B,Airlines,Yes,74.26,Online,105,297.05,Silver Plan,ASIA
26,C2B,Airlines,Yes,8.38,Online,54,33.5,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,20,24.87,Customised Plan,ASIA
52,CWT,Travel Agency,Yes,95.04,Online,35,158.4,Customised Plan,Americas
27,C2B,Airlines,Yes,6.25,Online,7,25,Silver Plan,ASIA
51,CWT,Travel Agency,No,11.88,Online,10,19.8,Customised Plan,ASIA
39,JZI,Airlines,No,10.5,Online,24,30,Bronze Plan,ASIA
31,C2B,Airlines,No,54,Online,366,216,Silver Plan,ASIA
45,C2B,Airlines,Yes,54,Online,365,216,Silver Plan,ASIA
21,CWT,Travel Agency,Yes,23.76,Online,10,39.6,Customised Plan,ASIA
62,CWT,Travel Agency,No,29.7,Online,20,49.5,Customised Plan,EUROPE
48,JZI,Airlines,No,9.1,Online,12,26,Bronze Plan,ASIA
46,CWT,Travel Agency,No,23.76,Online,98,39.6,Customised Plan,ASIA
45,C2B,Airlines,Yes,6.63,Online,29,26.5,Bronze Plan,ASIA
22,JZI,Airlines,No,7.7,Online,10,22,Bronze Plan,ASIA
30,C2B,Airlines,Yes,6.13,Online,18,24.5,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,259,80,Cancellation Plan,EUROPE
33,C2B,Airlines,No,64.8,Online,365,259.2,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,239,27,Cancellation Plan,ASIA
40,CWT,Travel Agency,No,17.82,Online,18,29.7,Customised Plan,Americas
28,EPX,Travel Agency,No,0,Online,77,30,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,59,27,Customised Plan,ASIA
25,EPX,Travel Agency,No,0,Online,70,10,Cancellation Plan,ASIA
30,CWT,Travel Agency,No,47.52,Online,36,79.2,Customised Plan,EUROPE
26,CWT,Travel Agency,No,41.58,Online,35,69.3,Customised Plan,Americas
36,EPX,Travel Agency,No,0,Online,7,11,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,11,19,Cancellation Plan,ASIA
31,C2B,Airlines,Yes,48.3,Online,374,162,Silver Plan,ASIA
45,JZI,Airlines,No,29.05,Online,102,83,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,2,20,Cancellation Plan,ASIA
35,EPX,Travel Agency,No,0,Online,2,20,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,19,20,Customised Plan,ASIA
44,C2B,Airlines,No,46.96,Online,366,187.85,Silver Plan,ASIA
25,C2B,Airlines,Yes,31.2,Online,51,78,Bronze Plan,ASIA
50,EPX,Travel Agency,No,0,Online,8,34,Customised Plan,ASIA
34,JZI,Airlines,No,7.7,Online,25,22,Bronze Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,14,30,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,40,16,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,47,68,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,2,19,Cancellation Plan,ASIA
24,EPX,Travel Agency,No,0,Online,39,10,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,5,20,Customised Plan,ASIA
33,JZI,Airlines,No,6.3,Online,2,18,Bronze Plan,ASIA
48,C2B,Airlines,Yes,5.98,Online,1,21.35,Customised Plan,ASIA
31,EPX,Travel Agency,No,0,Online,16,26,Cancellation Plan,ASIA
63,CWT,Travel Agency,No,47.52,Online,21,79.2,Customised Plan,Americas
44,EPX,Travel Agency,No,0,Online,35,24,Cancellation Plan,Americas
31,CWT,Travel Agency,Yes,59.4,Online,13,99,Customised Plan,Americas
21,C2B,Airlines,Yes,15.6,Online,62,62.4,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,21,38,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,55,28,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,24,15,Cancellation Plan,ASIA
38,EPX,Travel Agency,No,26,Online,10,148,Cancellation Plan,ASIA
58,C2B,Airlines,Yes,6.75,Online,26,27,Bronze Plan,ASIA
35,C2B,Airlines,No,18,Online,16,72,Silver Plan,ASIA
36,C2B,Airlines,Yes,15,Online,18,60,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,1,24,Customised Plan,ASIA
25,C2B,Airlines,Yes,8.38,Online,11,33.5,Bronze Plan,ASIA
30,C2B,Airlines,No,3.38,Online,23,13.5,Bronze Plan,ASIA
62,C2B,Airlines,No,54,Online,365,216,Silver Plan,ASIA
35,EPX,Travel Agency,Yes,0,Online,4,175,Customised Plan,ASIA
59,JZI,Airlines,Yes,7.7,Online,3,22,Bronze Plan,ASIA
48,CWT,Travel Agency,No,17.82,Online,9,29.7,Customised Plan,ASIA
33,EPX,Travel Agency,No,0,Online,13,157,Customised Plan,ASIA
51,C2B,Airlines,No,4,Online,5,16,Bronze Plan,ASIA
38,EPX,Travel Agency,No,0,Online,59,10,Cancellation Plan,Americas
23,C2B,Airlines,No,0.49,Online,2,51,Customised Plan,ASIA
24,C2B,Airlines,Yes,103,Online,166,412,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,4,21,Customised Plan,ASIA
53,CWT,Travel Agency,No,41.58,Online,25,69.3,Customised Plan,EUROPE
36,EPX,Travel Agency,Yes,0,Online,15,44,Customised Plan,ASIA
44,JZI,Airlines,No,12.25,Online,32,35,Bronze Plan,ASIA
42,C2B,Airlines,No,6,Online,57,15,Bronze Plan,ASIA
32,JZI,Airlines,No,9.1,Online,44,26,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,6,43,Customised Plan,ASIA
32,C2B,Airlines,Yes,4,Online,33,16,Bronze Plan,ASIA
64,CWT,Travel Agency,Yes,16.25,Online,4,25,Gold Plan,ASIA
36,EPX,Travel Agency,No,0,Online,54,20,Cancellation Plan,ASIA
56,JZI,Airlines,No,9.1,Online,8,26,Bronze Plan,ASIA
59,EPX,Travel Agency,No,0,Online,59,10,Cancellation Plan,ASIA
54,C2B,Airlines,Yes,15.75,Online,40,63,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,165,10,Cancellation Plan,ASIA
64,C2B,Airlines,Yes,9.75,Online,34,39,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,29,56,Customised Plan,ASIA
23,EPX,Travel Agency,No,0,Online,16,13,Cancellation Plan,ASIA
37,JZI,Airlines,Yes,9.1,Online,55,26,Bronze Plan,ASIA
35,JZI,Airlines,No,15.75,Online,12,45,Bronze Plan,Americas
22,C2B,Airlines,No,9.75,Online,15,39,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,16,37,Customised Plan,ASIA
30,C2B,Airlines,Yes,5,Online,7,20,Bronze Plan,ASIA
41,C2B,Airlines,No,5,Online,9,20,Bronze Plan,ASIA
84,CWT,Travel Agency,No,18.85,Online,9,29,Gold Plan,ASIA
36,EPX,Travel Agency,No,0,Online,26,24,Customised Plan,ASIA
50,EPX,Travel Agency,No,0,Online,12,10,Cancellation Plan,ASIA
30,CWT,Travel Agency,Yes,23.73,Online,10,36.5,Gold Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,47,77,Customised Plan,EUROPE
29,C2B,Airlines,Yes,72.94,Online,382,291.75,Silver Plan,ASIA
36,CWT,Travel Agency,Yes,16.25,Online,107,25,Silver Plan,ASIA
35,CWT,Travel Agency,No,71.28,Online,100,118.8,Customised Plan,Americas
17,C2B,Airlines,No,20.38,Online,21,81.5,Silver Plan,ASIA
38,JZI,Airlines,No,7.7,Online,2,22,Bronze Plan,ASIA
49,JZI,Airlines,No,6.3,Online,4,18,Bronze Plan,ASIA
44,CWT,Travel Agency,No,11.88,Online,10,0,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,28,32,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,10,29,Customised Plan,ASIA
27,JZI,Airlines,No,7.7,Online,385,22,Bronze Plan,ASIA
58,EPX,Travel Agency,No,0,Online,1,10,Cancellation Plan,ASIA
51,CWT,Travel Agency,No,41.58,Online,8,69.3,Customised Plan,EUROPE
55,EPX,Travel Agency,No,0,Online,34,22,Customised Plan,ASIA
42,C2B,Airlines,No,4,Online,5,16,Bronze Plan,ASIA
30,CWT,Travel Agency,Yes,23.76,Online,11,39.6,Customised Plan,Americas
36,EPX,Travel Agency,No,0,Online,21,101,Customised Plan,EUROPE
56,CWT,Travel Agency,No,41.58,Online,68,69.3,Customised Plan,EUROPE
28,C2B,Airlines,No,11.75,Online,73,47,Bronze Plan,ASIA
46,EPX,Travel Agency,No,0,Online,14,12,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,14,19,Cancellation Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,75,36,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,20,10,Cancellation Plan,ASIA
25,C2B,Airlines,No,12.4,Online,46,31,Bronze Plan,ASIA
36,CWT,Travel Agency,No,11.88,Online,28,19.8,Customised Plan,EUROPE
36,EPX,Travel Agency,No,0,Online,25,38,Customised Plan,ASIA
35,EPX,Travel Agency,No,0,Online,33,20,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,12,10,Cancellation Plan,ASIA
22,C2B,Airlines,Yes,63.21,Online,364,252.85,Silver Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,36,112,Customised Plan,EUROPE
36,EPX,Travel Agency,No,0,Online,144,41,Customised Plan,ASIA
27,EPX,Travel Agency,Yes,0,Online,41,97,Customised Plan,Americas
23,EPX,Travel Agency,No,0,Online,35,18,Cancellation Plan,Americas
36,EPX,Travel Agency,No,0,Online,6,10,Cancellation Plan,ASIA
47,C2B,Airlines,No,9.75,Online,10,39,Silver Plan,ASIA
52,C2B,Airlines,Yes,108,Online,367,432,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,19,25,Cancellation Plan,ASIA
31,CWT,Travel Agency,No,83.16,Online,99,0,Customised Plan,EUROPE
33,EPX,Travel Agency,No,0,Online,27,20,Customised Plan,ASIA
30,C2B,Airlines,Yes,6.75,Online,13,27,Bronze Plan,ASIA
31,CWT,Travel Agency,No,11.88,Online,53,19.8,Customised Plan,Americas
36,C2B,Airlines,Yes,6.75,Online,20,27,Bronze Plan,ASIA
24,C2B,Airlines,Yes,23.63,Online,145,94.5,Bronze Plan,ASIA
31,C2B,Airlines,No,36,Online,4,16,Bronze Plan,ASIA
36,C2B,Airlines,No,18,Online,65,72,Bronze Plan,ASIA
57,EPX,Travel Agency,No,0,Online,1,10,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,16,54,Customised Plan,EUROPE
29,C2B,Airlines,Yes,6.75,Online,10,27,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,3,10,Cancellation Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,5,45,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,20,33,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,30,18,Cancellation Plan,ASIA
76,EPX,Travel Agency,No,0,Online,46,143,Customised Plan,ASIA
33,CWT,Travel Agency,Yes,208.16,Online,368,320.25,Gold Plan,Americas
34,C2B,Airlines,Yes,15,Online,38,60,Bronze Plan,ASIA
27,C2B,Airlines,No,15.88,Online,20,63.5,Silver Plan,ASIA
53,EPX,Travel Agency,No,0,Online,4,23,Cancellation Plan,ASIA
34,JZI,Airlines,No,11.55,Online,126,33,Bronze Plan,ASIA
48,CWT,Travel Agency,No,28.5,Online,116,75,Bronze Plan,EUROPE
35,EPX,Travel Agency,No,0,Online,34,45,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,17,28,Cancellation Plan,ASIA
34,CWT,Travel Agency,No,11.88,Online,45,0,Customised Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,10,44,Cancellation Plan,ASIA
44,CWT,Travel Agency,No,47.52,Online,11,79.2,Customised Plan,EUROPE
33,C2B,Airlines,Yes,54,Online,365,216,Silver Plan,ASIA
50,EPX,Travel Agency,Yes,0,Online,46,112,Customised Plan,Americas
30,C2B,Airlines,Yes,4.25,Online,8,17,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,9,27,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,14,22,Cancellation Plan,ASIA
49,C2B,Airlines,Yes,13.38,Online,54,53.5,Bronze Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,113,110,Customised Plan,EUROPE
37,C2B,Airlines,Yes,9.75,Online,26,39,Bronze Plan,ASIA
29,C2B,Airlines,Yes,9.75,Online,18,39,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,54,43,Cancellation Plan,EUROPE
40,C2B,Airlines,Yes,4,Online,6,16,Bronze Plan,ASIA
43,CWT,Travel Agency,No,23.76,Online,6,39.6,Customised Plan,ASIA
26,CWT,Travel Agency,No,17.82,Online,8,29.7,Customised Plan,Americas
36,EPX,Travel Agency,No,0,Online,11,10,Cancellation Plan,ASIA
31,JZI,Airlines,No,12.25,Online,111,35,Bronze Plan,ASIA
46,CWT,Travel Agency,No,5.94,Online,21,9.9,Customised Plan,Americas
36,JZI,Airlines,No,14,Online,378,40,Bronze Plan,ASIA
34,CWT,Travel Agency,No,17.82,Online,4,29.7,Customised Plan,Americas
25,EPX,Travel Agency,No,0,Online,82,13,Cancellation Plan,ASIA
38,EPX,Travel Agency,No,0,Online,9,11,Cancellation Plan,ASIA
69,EPX,Travel Agency,No,0,Online,32,80,Cancellation Plan,Americas
45,EPX,Travel Agency,No,0,Online,93,20,Customised Plan,ASIA
72,C2B,Airlines,No,20,Online,27,50,Bronze Plan,ASIA
63,CWT,Travel Agency,No,9.57,Offline,72,29,Customised Plan,ASIA
44,EPX,Travel Agency,No,0,Online,72,16,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,187,40,Cancellation Plan,Americas
48,C2B,Airlines,No,1.12,Online,39,3.99,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,19,20,Customised Plan,ASIA
33,C2B,Airlines,Yes,15,Online,53,60,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,14,20,Customised Plan,ASIA
46,C2B,Airlines,Yes,83.25,Online,394,333,Gold Plan,ASIA
46,C2B,Airlines,No,6,Online,2,15,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,52,40,Customised Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,147,35,Cancellation Plan,ASIA
37,CWT,Travel Agency,Yes,17.82,Online,3,29.7,Customised Plan,EUROPE
66,CWT,Travel Agency,No,68.9,Online,27,106,Silver Plan,ASIA
41,EPX,Travel Agency,No,0,Online,29,20,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,37,51,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,12,31,Cancellation Plan,ASIA
64,CWT,Travel Agency,No,21.45,Online,11,33,Silver Plan,ASIA
72,C2B,Airlines,Yes,8.85,Online,46,35.4,Silver Plan,ASIA
39,C2B,Airlines,Yes,4,Online,54,16,Bronze Plan,ASIA
31,C2B,Airlines,Yes,8.38,Online,18,33.5,Bronze Plan,ASIA
33,C2B,Airlines,No,10,Online,11,40,Bronze Plan,ASIA
33,C2B,Airlines,Yes,18,Online,19,72,Silver Plan,ASIA
45,EPX,Travel Agency,No,0,Online,29,33,Customised Plan,ASIA
31,CWT,Travel Agency,No,17.82,Online,5,29.7,Customised Plan,ASIA
28,C2B,Airlines,No,6,Online,5,15,Bronze Plan,ASIA
34,C2B,Airlines,No,9.75,Online,7,39,Silver Plan,ASIA
31,CWT,Travel Agency,No,47.52,Online,110,79.2,Customised Plan,Americas
43,C2B,Airlines,Yes,4.25,Online,10,17,Bronze Plan,ASIA
54,JZI,Airlines,No,7.7,Online,5,22,Bronze Plan,ASIA
43,CWT,Travel Agency,No,41.58,Online,32,69.3,Customised Plan,Americas
36,EPX,Travel Agency,No,0,Online,65,80,Cancellation Plan,EUROPE
48,C2B,Airlines,Yes,54,Online,367,216,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,31,38,Cancellation Plan,ASIA
39,JZI,Airlines,No,19.6,Online,152,56,Bronze Plan,ASIA
65,C2B,Airlines,Yes,57.75,Online,109,231,Bronze Plan,ASIA
27,JZI,Airlines,No,15.75,Online,9,45,Bronze Plan,ASIA
35,CWT,Travel Agency,Yes,47.52,Online,40,79.2,Customised Plan,EUROPE
48,C2B,Airlines,Yes,1.88,Online,40,6.69,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,88,17,Cancellation Plan,ASIA
50,C2B,Airlines,Yes,63.21,Online,364,252.85,Silver Plan,ASIA
37,C2B,Airlines,Yes,6.75,Online,11,27,Bronze Plan,ASIA
43,JZI,Airlines,No,15.75,Online,15,45,Bronze Plan,ASIA
35,EPX,Travel Agency,No,0,Online,35,29,Customised Plan,ASIA
35,JZI,Airlines,No,12.25,Online,39,35,Bronze Plan,ASIA
71,C2B,Airlines,No,6,Online,3,15,Bronze Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,15,37,Cancellation Plan,ASIA
34,C2B,Airlines,Yes,13.63,Online,13,54.5,Silver Plan,ASIA
35,C2B,Airlines,Yes,15.88,Online,52,63.5,Silver Plan,ASIA
26,C2B,Airlines,No,9.75,Online,145,39,Bronze Plan,ASIA
33,CWT,Travel Agency,No,17.82,Online,4,0,Customised Plan,ASIA
28,C2B,Airlines,Yes,54,Online,378,216,Silver Plan,ASIA
46,JZI,Airlines,No,6.3,Online,15,18,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,21,20,Customised Plan,ASIA
71,EPX,Travel Agency,No,0,Online,58,10,Cancellation Plan,ASIA
34,CWT,Travel Agency,Yes,41.58,Online,9,69.3,Customised Plan,Americas
30,C2B,Airlines,No,4,Online,10,16,Bronze Plan,ASIA
37,C2B,Airlines,Yes,72.94,Online,379,291.75,Silver Plan,ASIA
32,EPX,Travel Agency,No,0,Online,10,20,Customised Plan,ASIA
25,C2B,Airlines,No,9.75,Online,15,39,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,7,112,Customised Plan,ASIA
22,C2B,Airlines,Yes,6.75,Online,2,27,Bronze Plan,ASIA
30,CWT,Travel Agency,Yes,47.52,Online,30,79.2,Customised Plan,Americas
54,CWT,Travel Agency,No,5.94,Online,2,9.9,Customised Plan,EUROPE
36,EPX,Travel Agency,No,0,Online,7,10,Cancellation Plan,ASIA
31,CWT,Travel Agency,No,23.76,Online,33,39.6,Customised Plan,EUROPE
35,EPX,Travel Agency,No,0,Online,30,74,Cancellation Plan,ASIA
29,C2B,Airlines,Yes,5,Online,11,20,Bronze Plan,ASIA
48,C2B,Airlines,No,0.96,Online,61,3.43,Customised Plan,ASIA
31,CWT,Travel Agency,Yes,112.86,Online,175,188.1,Customised Plan,EUROPE
36,EPX,Travel Agency,No,0,Online,5,10,Cancellation Plan,ASIA
40,CWT,Travel Agency,No,47.52,Online,112,79.2,Customised Plan,Americas
45,C2B,Airlines,No,11.7,Online,18,46.8,Bronze Plan,ASIA
31,CWT,Travel Agency,No,5.94,Online,35,9.9,Customised Plan,Americas
48,EPX,Travel Agency,No,0,Online,87,67,Cancellation Plan,Americas
48,EPX,Travel Agency,No,0,Online,69,11,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,20,20,Customised Plan,ASIA
32,EPX,Travel Agency,No,0,Online,102,50,Cancellation Plan,Americas
36,EPX,Travel Agency,No,0,Online,10,36,Cancellation Plan,ASIA
23,C2B,Airlines,Yes,5.63,Online,8,22.5,Silver Plan,ASIA
31,CWT,Travel Agency,No,0,Offline,402,97,Customised Plan,ASIA
61,EPX,Travel Agency,No,0,Online,393,28,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,10,59,Customised Plan,ASIA
45,EPX,Travel Agency,No,0,Online,43,80,Cancellation Plan,Americas
31,CWT,Travel Agency,No,11.88,Online,144,0,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,54,25,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,10,30,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,12,16,Cancellation Plan,ASIA
28,C2B,Airlines,Yes,15.5,Online,19,62,Bronze Plan,ASIA
37,CWT,Travel Agency,No,47.52,Online,26,79.2,Customised Plan,Americas
36,EPX,Travel Agency,No,0,Online,25,40,Cancellation Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,47,21,Customised Plan,ASIA
69,EPX,Travel Agency,No,0,Online,17,20,Customised Plan,ASIA
32,EPX,Travel Agency,No,0,Online,16,20,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,224,15,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,5,27,Cancellation Plan,ASIA
26,EPX,Travel Agency,No,0,Online,33,40,Cancellation Plan,ASIA
39,JZI,Airlines,No,7.7,Online,6,22,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,7,20,Cancellation Plan,ASIA
31,C2B,Airlines,Yes,54,Online,384,216,Silver Plan,ASIA
32,C2B,Airlines,Yes,21.6,Online,66,86.4,Silver Plan,ASIA
66,EPX,Travel Agency,No,0,Online,244,14,Cancellation Plan,ASIA
50,JZI,Airlines,No,6.3,Online,13,18,Bronze Plan,ASIA
21,C2B,Airlines,No,12.4,Online,16,31,Bronze Plan,ASIA
28,C2B,Airlines,No,20.64,Online,50,82.55,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,148,28,Cancellation Plan,ASIA
37,CWT,Travel Agency,No,29.7,Online,209,49.5,Customised Plan,ASIA
53,JZI,Airlines,No,7.7,Online,5,22,Bronze Plan,ASIA
32,C2B,Airlines,No,64.8,Online,366,259.2,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,5,35,Customised Plan,ASIA
36,C2B,Airlines,No,5.85,Online,7,23.4,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,15,29,Customised Plan,ASIA
50,JZI,Airlines,No,6.3,Online,4,18,Bronze Plan,ASIA
46,C2B,Airlines,Yes,5,Online,9,20,Bronze Plan,ASIA
42,C2B,Airlines,Yes,63.21,Online,364,252.85,Silver Plan,ASIA
48,CWT,Travel Agency,No,10.5,Offline,102,30,Customised Plan,ASIA
34,C2B,Airlines,Yes,7.25,Online,6,29,Silver Plan,ASIA
55,CWT,Travel Agency,No,17.82,Online,3,29.7,Customised Plan,EUROPE
25,EPX,Travel Agency,No,0,Online,12,13,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,32,29,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,8,49,Customised Plan,ASIA
69,C2B,Airlines,Yes,5.85,Online,14,23.4,Bronze Plan,ASIA
19,C2B,Airlines,No,6,Online,12,15,Bronze Plan,ASIA
30,C2B,Airlines,Yes,22.13,Online,28,88.5,Silver Plan,ASIA
30,C2B,Airlines,No,5.53,Online,12,22.1,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,2,21,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,26,18,Cancellation Plan,ASIA
38,C2B,Airlines,Yes,24.86,Online,24,99.45,Gold Plan,ASIA
42,EPX,Travel Agency,No,0,Online,52,10,Cancellation Plan,ASIA
31,JZI,Airlines,No,9.1,Online,16,26,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,132,22,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,12,23,Customised Plan,ASIA
26,JZI,Airlines,Yes,12.25,Online,95,35,Bronze Plan,ASIA
35,EPX,Travel Agency,Yes,0,Online,61,28,Cancellation Plan,ASIA
38,EPX,Travel Agency,Yes,0,Online,43,34,Customised Plan,ASIA
40,C2B,Airlines,Yes,15.88,Online,48,202,Silver Plan,ASIA
33,C2B,Airlines,Yes,17.25,Online,27,69,Gold Plan,ASIA
36,EPX,Travel Agency,No,0,Online,28,28,Cancellation Plan,ASIA
36,CWT,Travel Agency,No,29.7,Online,14,49.5,Customised Plan,ASIA
54,C2B,Airlines,No,3.38,Online,6,13.5,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,32,31,Customised Plan,ASIA
30,JZI,Airlines,No,7.7,Online,9,0,Bronze Plan,ASIA
61,JZI,Airlines,No,9.1,Online,8,26,Bronze Plan,ASIA
29,CWT,Travel Agency,No,35.64,Online,49,59.4,Customised Plan,Americas
52,C2B,Airlines,Yes,10.5,Online,100,42,Silver Plan,ASIA
36,JZI,Airlines,No,12.25,Online,42,35,Bronze Plan,ASIA
44,C2B,Airlines,Yes,54,Online,377,216,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,4,15,Cancellation Plan,ASIA
45,EPX,Travel Agency,No,0,Online,10,24,Customised Plan,Americas
41,EPX,Travel Agency,No,0,Online,15,20,Customised Plan,ASIA
58,JZI,Airlines,No,10.5,Online,51,30,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,15,80,Cancellation Plan,ASIA
38,EPX,Travel Agency,No,0,Online,43,22,Customised Plan,ASIA
40,CWT,Travel Agency,No,65.34,Online,235,108.9,Customised Plan,Americas
35,C2B,Airlines,Yes,11.7,Online,19,46.8,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,23,39,Customised Plan,ASIA
37,CWT,Travel Agency,No,5.94,Online,2,9.9,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,79,20,Customised Plan,ASIA
61,JZI,Airlines,No,7.7,Online,101,22,Bronze Plan,ASIA
32,C2B,Airlines,No,21.13,Online,39,84.5,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,5,10,Cancellation Plan,ASIA
28,C2B,Airlines,Yes,4.63,Online,27,18.5,Silver Plan,ASIA
64,C2B,Airlines,Yes,6.75,Online,11,27,Bronze Plan,ASIA
30,C2B,Airlines,Yes,59.5,Online,158,238,Bronze Plan,ASIA
25,EPX,Travel Agency,Yes,0,Online,120,31,Customised Plan,ASIA
23,C2B,Airlines,Yes,8.38,Online,29,33.5,Silver Plan,ASIA
35,C2B,Airlines,Yes,54,Online,376,216,Silver Plan,ASIA
29,EPX,Travel Agency,No,0,Online,125,37,Customised Plan,ASIA
42,JZI,Airlines,No,7.7,Online,7,22,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,14,40,Customised Plan,ASIA
31,CWT,Travel Agency,No,11.88,Online,3,19.8,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,4,34,Customised Plan,ASIA
60,CWT,Travel Agency,Yes,166.53,Online,365,256.2,Gold Plan,Americas
