Age,Attrition,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
32,1,515,1,3,1,240,4,62,2,1,3,3730,9571,0,14,3,4,80,0,4,2,1,3,2,1,2
39,0,1431,1,4,1,241,3,96,3,1,3,2232,15417,7,14,3,3,80,3,7,1,3,3,2,1,2
32,0,976,26,4,1,242,3,100,3,2,4,4465,12069,0,18,3,1,80,0,4,2,3,3,2,2,2
41,0,1411,19,2,1,243,3,36,3,2,1,3072,19877,2,16,3,1,80,2,17,2,2,1,0,0,0
40,0,1300,24,2,1,244,1,62,3,2,4,3319,24447,1,17,3,1,80,2,9,3,3,9,8,4,7
45,0,252,1,3,1,245,3,70,4,5,4,19202,15970,0,11,3,3,80,1,25,2,3,24,0,1,7
31,0,1327,3,4,1,246,2,73,3,3,3,13675,13523,9,12,3,1,80,1,9,3,3,2,2,2,2
33,0,832,5,4,1,247,3,63,2,1,4,2911,14776,1,13,3,3,80,1,2,2,2,2,2,0,2
34,0,470,2,4,1,248,4,84,2,2,1,5957,23687,6,13,3,2,80,1,13,3,3,11,9,5,9
37,0,1017,1,2,1,249,3,83,2,1,1,3920,18697,2,14,3,1,80,1,17,2,2,3,1,0,2
45,0,1199,7,4,1,250,1,77,4,2,3,6434,5118,4,17,3,4,80,1,9,1,3,3,2,0,2
37,1,504,10,3,1,251,1,61,3,3,3,10048,22573,6,11,3,2,80,2,17,5,3,1,0,0,0
39,0,505,2,4,1,252,3,64,3,3,3,10938,6420,0,25,4,4,80,0,20,1,3,19,6,11,8
29,0,665,15,3,1,253,3,60,3,1,4,2340,22673,1,19,3,1,80,0,6,1,3,6,5,1,5
42,0,916,17,2,1,254,4,82,4,2,1,6545,23016,3,13,3,3,80,0,10,1,3,3,2,0,2
29,0,1247,20,2,1,255,4,45,3,2,4,6931,10732,2,14,3,4,80,1,10,2,3,3,2,0,2
25,0,685,1,3,1,256,1,62,3,2,3,4898,7505,0,12,3,4,80,2,5,3,3,4,2,1,2
42,0,269,2,3,1,257,4,56,2,1,1,2593,8007,0,11,3,3,80,1,10,4,3,9,6,7,8
40,0,1416,2,2,1,258,1,49,3,5,3,19436,5949,0,19,3,4,80,1,22,5,3,21,7,3,9
51,0,833,1,3,1,259,3,96,3,1,4,2723,23231,1,11,3,2,80,0,1,0,2,1,0,0,0
31,1,307,29,2,1,260,3,71,2,1,2,3479,11652,0,11,3,2,80,0,6,2,4,5,4,1,4
32,0,1311,7,3,1,261,2,100,4,1,2,2794,26062,1,20,4,3,80,0,5,3,1,5,1,0,3
38,0,1327,2,2,1,262,4,39,2,2,4,5249,19682,3,18,3,4,80,1,13,0,3,8,7,7,5
32,0,128,2,1,1,263,4,84,2,2,1,2176,19737,4,13,3,4,80,0,9,5,3,6,2,0,4
46,0,488,2,3,1,264,3,75,1,4,2,16872,14977,3,12,3,2,80,1,28,2,2,7,7,7,7
28,1,529,2,4,1,265,1,79,3,1,3,3485,14935,2,11,3,3,80,0,5,5,1,0,0,0,0
29,0,1210,2,3,1,266,1,78,2,2,2,6644,3687,2,19,3,2,80,2,10,2,3,0,0,0,0
31,0,1463,23,3,1,267,2,64,2,2,4,5582,14408,0,21,4,2,80,1,10,2,3,9,0,7,8
25,0,675,5,2,1,268,2,85,4,2,1,4000,18384,1,12,3,4,80,2,6,2,3,6,3,1,5
45,0,1385,20,2,1,269,3,79,3,4,4,13496,7501,0,14,3,2,80,0,21,2,3,20,7,4,10
36,0,1403,6,3,1,270,4,47,3,1,4,3210,20251,0,11,3,3,80,1,16,4,3,15,13,10,11
55,0,452,1,3,1,271,4,81,3,5,1,19045,18938,0,14,3,3,80,0,37,2,3,36,10,4,13
47,1,666,29,4,1,272,1,88,3,3,2,11849,10268,1,12,3,4,80,1,10,2,2,10,7,9,9
28,0,1158,9,3,1,273,4,94,3,1,4,2070,2613,1,23,4,4,80,1,5,3,2,5,2,0,4
37,0,228,6,4,1,274,3,98,3,2,4,6502,22825,4,14,3,2,80,1,7,5,4,5,4,0,1
21,0,996,3,2,1,275,4,100,2,1,3,3230,10531,1,17,3,1,80,0,3,4,4,3,2,1,0
37,0,728,1,4,1,276,1,80,3,3,4,13603,11677,2,18,3,1,80,2,15,2,3,5,2,0,2
35,0,1315,22,3,1,277,2,71,4,3,2,11996,19100,7,18,3,2,80,1,10,6,2,7,7,6,2
38,0,322,7,2,1,278,1,44,4,2,1,5605,19191,1,24,4,3,80,1,8,3,3,8,0,7,7
26,0,1479,1,3,1,279,3,84,3,2,2,6397,26767,1,20,4,1,80,1,6,6,1,6,5,1,4
50,0,797,4,1,1,280,1,96,3,5,2,19144,15815,3,14,3,1,80,2,28,4,2,10,4,1,6
53,0,1070,3,4,1,281,3,45,3,4,3,17584,21016,3,16,3,4,80,3,21,5,2,5,3,1,3
42,0,635,1,1,1,282,2,99,3,2,3,4907,24532,1,25,4,3,80,0,20,3,3,20,16,11,6
29,0,442,2,2,1,283,2,44,3,2,4,4554,20260,1,18,3,1,80,0,10,3,2,10,7,0,9
55,0,147,20,2,1,284,2,37,3,2,4,5415,15972,3,19,3,4,80,1,12,4,3,10,7,0,8
26,0,496,11,2,1,285,1,60,3,2,1,4741,22722,1,13,3,3,80,1,5,3,3,5,3,3,3
37,0,1372,1,3,1,286,4,42,3,1,4,2115,15881,1,12,3,2,80,0,17,3,3,17,12,5,7
44,1,920,24,3,1,287,4,43,3,1,3,3161,19920,3,22,4,4,80,1,19,0,1,1,0,0,0
38,0,688,23,4,1,288,4,82,3,2,4,5745,18899,9,14,3,2,80,1,10,2,3,2,2,1,2
26,1,1449,16,4,1,289,1,45,3,1,2,2373,14180,2,13,3,4,80,1,5,2,3,3,2,0,2
28,0,1117,8,2,1,290,4,66,3,1,4,3310,4488,1,21,4,4,80,0,5,3,3,5,3,0,2
49,0,636,10,4,1,291,3,35,3,5,1,18665,25594,9,11,3,4,80,0,22,4,3,3,2,1,2
36,0,506,3,3,1,292,3,30,3,2,2,4485,26285,4,12,3,4,80,0,10,2,3,8,0,7,7
31,0,444,5,3,1,293,4,84,3,1,2,2789,3909,1,11,3,3,80,1,2,5,2,2,2,2,2
26,1,950,4,4,1,294,4,48,2,2,4,5828,8450,1,12,3,2,80,0,8,0,3,8,7,7,4
37,0,889,9,3,1,295,2,53,3,1,4,2326,11411,1,12,3,3,80,3,4,3,2,4,2,1,2
42,0,555,26,3,1,296,3,77,3,4,2,13525,14864,5,14,3,4,80,1,23,2,4,20,4,4,8
18,1,230,3,3,1,297,3,54,3,1,3,1420,25233,1,13,3,3,80,0,0,2,3,0,0,0,0
35,0,1232,16,3,1,298,3,96,3,3,2,8020,5100,0,15,3,3,80,2,12,3,2,11,9,6,9
36,0,566,18,4,1,299,3,81,4,1,4,3688,7122,4,18,3,4,80,2,4,2,3,1,0,0,0
51,0,1302,2,3,1,300,4,84,1,2,2,5482,16321,5,18,3,4,80,1,13,3,3,4,1,1,2
41,0,334,2,4,1,301,4,88,3,4,2,16015,15896,1,19,3,2,80,0,22,2,3,22,10,0,4
18,0,812,10,3,1,302,4,69,2,1,3,1200,9724,1,12,3,1,80,0,0,2,3,0,0,0,0
28,0,1476,16,2,1,303,2,68,4,2,1,5661,4824,0,19,3,3,80,0,9,2,3,8,3,0,7
31,0,218,7,3,1,304,2,100,4,2,4,6929,12241,4,11,3,2,80,1,10,3,2,8,7,7,7
39,0,1132,1,3,1,305,3,48,4,3,4,9613,10942,0,17,3,1,80,3,19,5,2,18,10,3,7
36,0,1105,24,4,1,306,2,47,3,2,2,5674,6927,7,15,3,3,80,1,11,3,3,9,8,0,8
32,0,906,7,3,1,307,4,91,2,2,3,5484,16985,1,14,3,3,80,1,13,3,2,13,8,4,8
38,0,849,25,2,1,308,1,81,2,3,2,12061,26707,3,17,3,3,80,1,19,2,3,10,8,0,1
58,0,390,1,4,1,309,4,32,1,2,3,5660,17056,2,13,3,4,80,1,12,2,3,5,3,1,2
31,0,691,5,4,1,310,3,86,3,1,4,4821,10077,0,12,3,3,80,1,6,4,3,5,2,0,3
31,0,106,2,3,1,311,1,62,2,2,1,6410,17822,3,12,3,4,80,0,9,1,3,2,2,1,0
45,0,1249,7,3,1,312,1,97,3,3,1,5210,20308,1,18,3,1,80,1,24,2,3,24,9,9,11
31,0,192,2,4,1,313,3,32,3,1,4,2695,7747,0,18,3,2,80,1,3,2,1,2,2,2,2
33,0,553,5,4,1,314,4,74,3,3,2,11878,23364,6,11,3,2,80,2,12,2,3,10,6,8,8
39,0,117,10,1,1,315,3,99,3,4,1,17068,5355,1,14,3,4,80,0,21,3,3,21,9,11,10
43,0,185,10,4,1,316,3,33,3,1,4,2455,10675,0,19,3,1,80,0,9,5,3,8,7,1,7
49,0,1091,1,2,1,317,3,90,2,4,3,13964,17810,7,12,3,4,80,0,25,2,3,7,1,0,7
52,1,723,8,4,1,318,3,85,2,2,2,4941,17747,2,15,3,1,80,0,11,3,2,8,2,7,7
27,0,1220,5,3,1,319,3,85,3,1,2,2478,20938,1,12,3,2,80,0,4,2,2,4,3,1,2
32,0,588,8,2,1,320,3,65,2,2,2,5228,24624,1,11,3,4,80,0,13,2,3,13,12,11,9
27,0,1377,2,3,1,321,4,74,3,2,3,4478,5242,1,11,3,1,80,0,5,3,3,5,4,0,4
31,0,691,7,3,1,322,4,73,3,2,4,7547,7143,4,12,3,4,80,3,13,3,3,7,7,1,7
32,0,1018,2,4,1,323,1,74,4,2,4,5055,10557,7,16,3,3,80,0,10,0,2,7,7,0,7
28,1,1157,2,4,1,324,1,84,1,1,4,3464,24737,5,13,3,4,80,0,5,4,2,3,2,2,2
30,0,1275,28,2,1,325,4,64,3,2,4,5775,11934,1,13,3,4,80,2,11,2,3,10,8,1,9
31,0,798,7,2,1,326,3,48,2,3,3,8943,14034,1,24,4,1,80,1,10,2,3,10,9,8,9
39,0,672,7,2,1,327,3,54,2,5,4,19272,21141,1,15,3,1,80,1,21,2,3,21,9,13,3
39,1,1162,3,2,1,328,4,41,3,2,3,5238,17778,4,18,3,1,80,0,12,3,2,1,0,0,0
33,0,508,10,3,1,329,2,46,2,2,4,4682,4317,3,14,3,3,80,0,9,6,2,7,7,0,1
47,0,1482,5,5,1,330,4,42,3,5,3,18300,16375,4,11,3,2,80,1,21,2,3,3,2,1,1
43,0,559,10,4,1,331,3,82,2,2,3,5257,6227,1,11,3,2,80,1,9,3,4,9,7,0,0
27,0,210,1,1,1,332,3,73,3,2,2,6349,22107,0,13,3,4,80,1,6,0,3,5,4,1,4
54,0,928,20,4,1,333,4,31,3,2,3,4869,16885,3,12,3,4,80,0,20,4,2,4,3,0,3
43,0,1001,7,3,1,334,3,43,3,3,1,9985,9262,8,16,3,1,80,1,10,1,2,1,0,0,0
45,0,549,8,4,1,335,4,75,3,2,4,3697,9278,9,14,3,1,80,2,12,3,3,10,9,9,8
40,0,1124,1,2,1,336,2,57,1,2,4,7457,13273,2,22,4,3,80,3,6,2,2,4,3,0,2
29,1,318,8,4,1,337,2,77,1,1,1,2119,4759,1,11,3,4,80,0,7,4,2,7,7,0,7
29,0,738,9,5,1,338,2,30,2,1,4,3983,7621,0,17,3,3,80,0,4,2,3,3,2,2,2
30,0,570,5,3,1,339,4,30,2,2,3,6118,5431,1,13,3,3,80,3,10,2,3,10,9,1,2
27,0,1130,8,4,1,340,2,56,3,2,2,6214,3415,1,18,3,1,80,1,8,3,3,8,7,0,7
37,0,1192,5,2,1,341,4,61,3,2,4,6347,23177,7,16,3,3,80,2,8,2,2,6,2,0,4
38,0,343,15,2,1,342,3,92,2,3,4,11510,15682,0,14,3,2,80,1,12,3,3,11,10,2,9
31,0,1232,7,4,1,343,3,39,3,3,4,7143,25713,1,14,3,3,80,0,11,2,2,11,9,4,10
29,0,144,10,1,1,344,4,39,2,2,2,8268,11866,1,14,3,1,80,2,7,2,3,7,7,1,7
35,0,1296,5,4,1,345,3,62,3,3,2,8095,18264,0,13,3,4,80,0,17,5,3,16,6,0,13
23,0,1309,26,1,1,346,3,83,3,1,4,2904,16092,1,12,3,3,80,2,4,2,2,4,2,0,2
41,0,483,6,3,1,347,4,95,2,2,2,6032,10110,6,15,3,4,80,0,8,3,3,5,4,1,2
47,0,1309,4,1,1,348,2,99,3,2,3,2976,25751,3,19,3,1,80,0,5,3,3,0,0,0,0
42,0,810,23,5,1,349,1,44,3,4,4,15992,15901,2,14,3,2,80,0,16,2,3,1,0,0,0
29,0,746,2,3,1,350,4,61,3,2,3,4649,16928,1,14,3,1,80,1,4,3,2,4,3,0,2
42,0,544,2,1,1,351,3,52,3,1,3,2696,24017,0,11,3,3,80,1,4,5,3,3,2,1,0
32,0,1062,2,3,1,352,3,75,3,1,2,2370,3956,1,13,3,3,80,1,8,4,3,8,0,0,7
48,0,530,29,1,1,353,1,91,3,3,3,12504,23978,3,21,4,2,80,1,15,3,1,0,0,0,0
37,0,1319,6,3,1,354,3,51,4,2,1,5974,17001,4,13,3,1,80,2,13,2,3,7,7,6,7
30,0,641,25,2,1,355,4,85,3,2,3,4736,6069,7,12,3,2,80,1,4,2,4,2,2,2,2
26,0,933,1,3,1,356,3,57,3,2,3,5296,20156,1,17,3,2,80,1,8,3,3,8,7,7,7
42,0,1332,2,4,1,357,1,98,2,2,4,6781,17078,3,23,4,2,80,0,14,6,3,1,0,0,0
21,1,756,1,1,1,358,1,99,2,1,2,2174,9150,1,11,3,3,80,0,3,3,3,3,2,1,2
36,0,845,1,5,1,359,4,45,3,2,4,6653,15276,4,15,3,2,80,0,7,6,3,1,0,0,0
36,0,541,3,4,1,360,1,48,2,3,4,9699,7246,4,11,3,1,80,1,16,2,3,13,9,1,12
57,0,593,1,4,1,361,4,88,3,2,3,6755,2967,2,11,3,3,80,0,15,2,3,3,2,1,2
40,0,1171,10,4,1,362,4,46,4,1,3,2213,22495,3,13,3,3,80,1,10,3,3,7,7,1,7
21,0,895,9,2,1,363,1,39,3,1,4,2610,2851,1,24,4,3,80,0,3,3,2,3,2,2,2
33,1,350,5,3,1,364,4,34,3,1,3,2851,9150,1,13,3,2,80,0,1,2,3,1,0,0,0
37,0,921,10,3,1,365,3,98,3,1,1,3452,17663,6,20,4,2,80,1,17,3,3,5,4,0,3
46,0,1144,7,4,1,366,3,30,3,2,3,5258,16044,2,14,3,3,80,0,7,2,4,1,0,0,0
41,1,143,4,3,1,367,1,56,3,2,2,9355,9558,1,18,3,3,80,0,8,5,3,8,7,7,7
50,0,1046,10,3,1,368,4,100,2,3,4,10496,2755,6,15,3,4,80,0,20,2,3,4,3,1,3
40,1,575,22,2,1,369,3,68,2,2,3,6380,6110,2,12,3,1,80,2,8,6,3,6,4,1,0
31,0,408,9,4,1,370,3,42,2,1,2,2657,7551,0,16,3,4,80,0,3,5,3,2,2,2,2
21,1,156,12,3,1,371,3,90,4,1,2,2716,25422,1,15,3,4,80,0,1,0,3,1,0,0,0
29,0,1283,23,3,1,372,4,54,3,1,4,2201,18168,9,16,3,4,80,0,6,4,3,3,2,1,2
35,0,755,9,4,1,373,3,97,2,2,2,6540,19394,9,19,3,3,80,0,10,5,3,1,1,0,0
27,0,1469,1,2,1,374,4,82,3,1,2,3816,17881,1,11,3,2,80,1,5,2,3,5,2,0,4
28,0,304,9,4,1,375,2,92,3,2,4,5253,20750,1,16,3,4,80,0,7,1,3,7,5,0,7
49,0,1261,7,3,1,376,2,31,2,3,3,10965,12066,8,24,4,3,80,0,26,2,3,5,2,0,0
51,0,1178,14,2,1,377,3,87,3,2,4,4936,14862,4,11,3,3,80,1,18,2,2,7,7,0,7
36,0,329,2,3,1,378,4,96,3,1,3,2543,11868,4,13,3,2,80,1,6,3,3,2,2,2,2
34,1,1362,19,3,1,379,1,67,4,2,4,5304,4652,8,13,3,2,80,0,9,3,2,5,2,0,4
55,0,1311,2,3,1,380,3,97,3,4,4,16659,23258,2,13,3,3,80,0,30,2,3,5,4,1,2
24,0,1371,10,4,1,381,4,77,3,2,3,4260,5915,1,12,3,4,80,1,5,2,4,5,2,0,3
30,0,202,2,1,1,382,3,72,3,1,2,2476,17434,1,18,3,1,80,1,1,3,3,1,0,0,0
26,1,575,3,1,1,383,3,73,3,1,1,3102,6582,0,22,4,3,80,0,7,2,3,6,4,0,4
22,0,253,11,3,1,384,1,43,3,1,2,2244,24440,1,13,3,4,80,1,2,1,3,2,1,1,2
36,0,164,2,2,1,385,2,61,2,3,3,7596,3809,1,13,3,2,80,2,10,2,3,10,9,9,0
30,1,464,4,3,1,386,3,40,3,1,4,2285,3427,9,23,4,3,80,0,3,4,3,1,0,0,0
37,0,1107,14,3,1,387,4,95,3,1,1,3034,26914,1,12,3,3,80,1,18,2,2,18,7,12,17
40,0,759,2,2,1,388,4,46,3,2,2,5715,22553,7,12,3,3,80,2,8,5,3,5,4,1,3
42,0,201,1,4,1,389,2,95,3,1,1,2576,20490,3,16,3,2,80,1,8,5,3,5,2,1,2
37,0,1305,10,4,1,390,3,49,3,2,2,4197,21123,2,12,3,4,80,0,18,2,2,1,0,0,1
43,0,982,12,3,1,391,1,59,2,4,2,14336,4345,1,11,3,3,80,1,25,3,3,25,10,3,9
40,0,555,2,3,1,392,2,78,2,2,3,3448,13436,6,22,4,2,80,1,20,3,3,1,0,0,0
54,0,821,5,2,1,393,1,86,3,5,1,19406,8509,4,11,3,3,80,1,24,4,2,4,2,1,2
34,0,1381,4,4,1,394,3,72,3,2,3,6538,12740,9,15,3,1,80,1,6,3,3,3,2,1,2
31,0,480,7,2,1,395,2,31,3,2,1,4306,4156,1,12,3,2,80,1,13,5,1,13,10,3,12
43,0,313,21,3,1,396,4,61,3,1,4,2258,15238,7,20,4,1,80,1,8,1,3,3,2,1,2
43,0,1473,8,4,1,397,3,74,3,2,3,4522,2227,4,14,3,4,80,0,8,3,3,5,2,0,2
25,0,891,4,2,1,398,2,99,2,2,4,4487,12090,1,11,3,2,80,0,5,3,3,5,4,1,3
37,0,1063,25,5,1,399,2,72,3,2,3,4449,23866,3,15,3,1,80,2,15,2,3,13,11,10,7
31,0,329,1,2,1,400,4,98,2,1,1,2218,16193,1,12,3,3,80,1,4,3,3,4,2,3,2
39,0,1218,1,1,1,401,2,52,3,5,3,19197,8213,1,14,3,3,80,1,21,3,3,21,8,1,6
56,0,906,6,3,1,402,3,86,4,4,1,13212,18256,9,11,3,4,80,3,36,0,2,7,7,7,7
30,0,1082,12,3,1,403,2,83,3,2,3,6577,19558,0,11,3,2,80,0,6,6,3,5,4,4,4
41,0,645,1,3,1,404,2,49,4,3,1,8392,19566,1,16,3,3,80,1,10,2,3,10,7,0,7
28,0,1300,17,2,1,405,3,79,3,2,1,4558,13535,1,12,3,4,80,1,10,2,3,10,0,1,8
25,1,688,3,3,1,406,1,91,3,1,1,4031,9396,5,13,3,3,80,1,6,5,3,2,2,0,2
52,0,319,3,3,1,407,4,39,2,3,3,7969,19609,2,14,3,3,80,0,28,4,3,5,4,0,4
45,0,192,10,2,1,408,1,69,3,1,4,2654,9655,3,21,4,4,80,2,8,3,2,2,2,0,2
52,0,1490,4,2,1,409,4,30,3,4,4,16555,10310,2,13,3,4,80,0,31,2,1,5,2,1,4
42,0,532,29,2,1,410,1,92,3,2,3,4556,12932,2,11,3,2,80,1,19,3,3,5,4,0,2
30,0,317,2,3,1,411,3,43,1,2,4,6091,24793,2,20,4,3,80,0,11,2,3,5,4,0,2
60,0,422,7,3,1,412,1,41,3,5,1,19566,3854,5,11,3,4,80,0,33,5,1,29,8,11,10
46,0,1485,18,3,1,413,3,87,3,2,3,4810,26314,2,14,3,3,80,1,19,5,2,10,7,0,8
42,0,1368,28,4,1,414,4,88,2,2,4,4523,4386,0,11,3,4,80,3,7,4,4,6,5,0,4
24,1,1448,1,1,1,415,1,62,3,1,2,3202,21972,1,16,3,2,80,0,6,4,3,5,3,1,4
34,1,296,6,2,1,416,4,33,1,1,3,2351,12253,0,16,3,4,80,1,3,3,2,2,2,1,0
38,0,1490,2,2,1,417,4,42,3,1,4,1702,12106,1,23,4,3,80,1,1,3,3,1,0,0,0
40,0,1398,2,4,1,418,3,79,3,5,3,18041,13022,0,14,3,4,80,0,21,2,3,20,15,1,12
26,0,1349,23,3,1,419,1,90,3,1,4,2886,3032,1,22,4,2,80,2,3,3,1,3,2,0,2
30,0,1400,3,3,1,420,3,53,3,1,4,2097,16734,4,15,3,3,80,1,9,3,1,5,3,1,4
29,0,986,3,4,1,421,2,93,2,3,3,11935,21526,1,18,3,3,80,0,10,2,3,10,2,0,7
29,1,408,25,5,1,422,3,71,2,1,2,2546,18300,5,16,3,2,80,0,6,2,4,2,2,1,1
19,1,489,2,2,1,423,1,52,2,1,4,2564,18437,1,12,3,3,80,0,1,3,4,1,0,0,0
30,0,1398,22,4,1,424,3,69,3,3,1,8412,2890,0,11,3,3,80,0,10,3,3,9,8,7,8
57,0,210,29,3,1,425,1,56,2,4,4,14118,22102,3,12,3,3,80,1,32,3,2,1,0,0,0
50,0,1099,29,4,1,426,2,88,2,4,3,17046,9314,0,15,3,2,80,1,28,2,3,27,10,15,7
30,0,1116,2,3,1,427,3,49,3,1,4,2564,7181,0,14,3,3,80,0,12,2,2,11,7,6,7
60,0,1499,28,3,1,428,3,80,2,3,1,10266,2845,4,19,3,4,80,0,22,5,4,18,13,13,11
47,0,983,2,2,1,429,1,65,3,2,4,5070,7389,5,13,3,3,80,3,20,2,3,5,0,0,4
46,0,1009,2,3,1,430,1,51,3,4,3,17861,2288,6,13,3,3,80,0,26,2,1,3,2,0,1
35,0,144,22,3,1,431,4,46,1,1,3,4230,19225,0,15,3,3,80,0,6,2,3,5,4,4,3
54,0,548,8,4,1,432,3,42,3,2,3,3780,23428,7,11,3,3,80,0,19,3,3,1,0,0,0
34,0,1303,2,4,1,433,4,62,2,1,3,2768,8416,3,12,3,3,80,1,14,3,3,7,3,5,7
46,0,1125,10,3,1,434,3,94,2,3,4,9071,11563,2,19,3,3,80,1,15,3,3,3,2,1,2
31,0,1274,9,1,1,435,3,33,3,3,2,10648,14394,1,25,4,4,80,1,13,6,4,13,8,0,8
33,1,1277,15,1,1,436,2,56,3,3,3,13610,24619,7,12,3,4,80,0,15,2,4,7,6,7,7
33,1,587,10,1,1,437,1,38,1,1,4,3408,6705,7,13,3,1,80,3,8,2,3,4,3,1,3
30,0,413,7,1,1,438,4,57,3,1,2,2983,18398,0,14,3,1,80,0,4,3,3,3,2,1,2
35,0,1276,16,3,1,439,4,72,3,3,3,7632,14295,4,12,3,3,80,0,10,2,3,8,7,0,0
31,1,534,20,3,1,440,1,66,3,3,3,9824,22908,3,12,3,1,80,0,12,2,3,1,0,0,0
34,1,988,23,3,1,441,2,43,3,3,1,9950,11533,9,15,3,3,80,3,11,2,3,3,2,0,2
42,0,1474,5,2,1,442,2,97,3,1,3,2093,9260,4,17,3,4,80,1,8,4,3,2,2,2,0
36,0,635,10,4,1,443,2,32,3,3,4,9980,15318,1,14,3,4,80,0,10,3,2,10,3,9,7
22,1,1368,4,1,1,444,3,99,2,1,3,3894,9129,5,16,3,3,80,0,4,3,3,2,2,1,2
48,0,163,2,5,1,445,2,37,3,2,4,4051,19658,2,14,3,1,80,1,14,2,3,9,7,6,7
55,0,1117,18,5,1,446,1,83,3,4,2,16835,9873,3,23,4,4,80,0,37,2,3,10,9,7,7
41,0,267,10,2,1,447,4,56,3,2,4,6230,13430,7,14,3,4,80,0,16,3,3,14,3,1,10
35,0,619,1,3,1,448,2,85,3,2,3,4717,18659,9,11,3,3,80,0,15,2,3,11,9,6,9
40,0,302,6,3,1,449,2,75,3,4,3,13237,20364,7,15,3,3,80,0,22,3,3,20,6,5,13
39,0,443,8,1,1,450,3,48,3,1,3,3755,17872,1,11,3,1,80,1,8,3,3,8,3,0,7
31,0,828,2,1,1,451,2,77,3,2,4,6582,8346,4,13,3,3,80,0,10,2,4,6,5,0,5
42,0,319,24,3,1,452,4,56,3,3,1,7406,6950,1,21,4,4,80,1,10,5,2,10,9,5,8
45,0,561,2,3,1,453,4,61,3,2,2,4805,16177,0,19,3,2,80,1,9,3,4,8,7,3,7
26,1,426,17,4,1,454,2,58,3,1,3,2741,22808,0,11,3,2,80,1,8,2,2,7,7,1,0
29,0,232,19,3,1,455,4,34,3,2,4,4262,22645,4,12,3,2,80,2,8,2,4,3,2,1,2
33,0,922,1,5,1,456,1,95,4,4,3,16184,22578,4,19,3,3,80,1,10,2,3,6,1,0,5
31,0,688,7,3,1,457,3,44,2,3,4,11557,25291,9,21,4,3,80,1,10,3,2,5,4,0,1
18,1,1306,5,3,1,458,2,69,3,1,2,1878,8059,1,14,3,4,80,0,0,3,3,0,0,0,0
40,0,1094,28,3,1,459,3,58,1,3,1,10932,11373,3,15,3,3,80,1,20,2,3,1,0,0,1
41,0,509,2,4,1,460,1,62,2,2,3,6811,2112,2,17,3,1,80,0,10,3,3,8,7,0,7
26,0,775,29,2,1,461,1,45,3,2,3,4306,4267,5,12,3,1,80,2,8,5,3,0,0,0,0
35,0,195,1,3,1,462,1,80,3,2,3,4859,6698,1,16,3,4,80,0,5,3,3,5,4,0,3
34,0,258,21,4,1,463,4,74,4,2,4,5337,19921,1,12,3,4,80,0,10,3,3,10,7,5,7
26,1,471,24,3,1,464,3,66,1,1,4,2340,23213,1,18,3,2,80,0,1,3,1,1,0,0,0
37,0,799,1,3,1,465,2,59,3,3,4,7491,23848,4,17,3,4,80,0,12,3,4,6,5,1,2
46,0,1034,18,1,1,466,1,86,3,3,3,10527,8984,5,11,3,4,80,0,28,3,2,2,2,1,2
41,0,1276,2,5,1,467,2,91,3,4,1,16595,5626,7,16,3,2,80,1,22,2,3,18,16,11,8
37,0,142,9,4,1,468,1,69,3,3,2,8834,24666,1,13,3,4,80,1,9,6,3,9,5,7,7
52,0,956,6,2,1,469,4,78,3,2,1,5577,22087,3,12,3,2,80,2,18,3,3,10,9,6,9
32,1,1474,11,4,1,470,4,60,4,2,3,4707,23914,8,12,3,4,80,0,6,2,3,4,2,1,2
24,0,535,24,3,1,471,4,38,3,1,4,2400,5530,0,13,3,3,80,2,3,3,3,2,2,2,1
38,0,1495,10,3,1,472,3,76,3,2,3,9824,22174,3,19,3,3,80,1,18,4,3,1,0,0,0
37,0,446,1,4,1,473,2,65,3,2,2,6447,15701,6,12,3,2,80,1,8,2,2,6,5,4,3
49,0,1245,18,4,1,474,4,58,2,5,3,19502,2125,1,17,3,3,80,1,31,5,3,31,9,0,9
24,0,691,23,3,1,475,2,89,4,1,4,2725,21630,1,11,3,2,80,2,6,3,3,6,5,1,4
26,0,703,28,2,1,476,1,66,3,2,2,6272,7428,1,20,4,4,80,2,6,5,4,5,3,1,4
24,0,823,17,2,1,477,4,94,2,1,2,2127,9100,1,21,4,4,80,1,1,2,3,1,0,0,0
50,0,1246,3,3,1,478,1,99,3,5,2,18200,7999,1,11,3,3,80,1,32,2,3,32,5,10,7
25,0,622,13,1,1,479,2,40,3,1,3,2096,26376,1,11,3,3,80,0,7,1,3,7,4,0,6
24,1,1287,7,3,1,480,1,55,3,1,3,2886,14168,1,16,3,4,80,1,6,4,3,6,3,1,2
30,1,448,12,4,1,481,2,74,2,1,1,2033,14470,1,18,3,3,80,1,1,2,4,1,0,0,0
34,0,254,1,2,1,482,2,83,2,1,4,3622,22794,1,13,3,4,80,1,6,3,3,6,5,1,3
31,1,1365,13,4,1,483,2,46,3,2,1,4233,11512,2,17,3,3,80,0,9,2,1,3,1,1,2
