ID,delinquent,Sdelinquent,term,gender,purpose,home_ownership,age,FICO
483,No,0,36 months,Female,Car,Rent,>25,>500
484,Yes,1,36 months,Female,House,Mortgage,>25,300-500
485,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
486,Yes,1,36 months,Male,House,Rent,20-25,300-500
487,No,0,36 months,Female,House,Mortgage,>25,>500
488,Yes,1,36 months,Male,House,Rent,20-25,300-500
489,Yes,1,36 months,Male,House,Rent,20-25,300-500
490,Yes,1,36 months,Female,House,Rent,>25,300-500
491,No,0,36 months,Female,House,Rent,>25,>500
492,No,0,60 months,Male,House,Mortgage,>25,300-500
493,No,0,36 months,Female,Medical,Rent,>25,>500
494,Yes,1,36 months,Male,House,Rent,20-25,300-500
495,No,0,36 months,Female,House,Own,20-25,>500
496,No,0,36 months,Female,House,Own,>25,>500
497,No,0,36 months,Male,House,Mortgage,20-25,300-500
498,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
499,No,0,36 months,Male,Car,Rent,20-25,>500
500,No,0,36 months,Male,House,Rent,>25,>500
501,Yes,1,36 months,Female,Car,Mortgage,>25,300-500
502,Yes,1,36 months,Male,House,Rent,>25,>500
503,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
504,Yes,1,36 months,Female,House,Mortgage,>25,>500
505,Yes,1,60 months,Male,Car,Mortgage,20-25,>500
506,Yes,1,36 months,Male,Car,Rent,20-25,300-500
507,No,0,60 months,Male,Car,Mortgage,>25,>500
508,Yes,1,36 months,Female,House,Mortgage,>25,300-500
509,Yes,1,36 months,Male,Other,Rent,>25,>500
510,Yes,1,36 months,Male,House,Mortgage,>25,>500
511,No,0,36 months,Male,House,Rent,20-25,>500
512,Yes,1,36 months,Female,House,Mortgage,>25,300-500
513,Yes,1,36 months,Male,House,Mortgage,>25,>500
514,Yes,1,36 months,Female,Car,Rent,>25,300-500
515,Yes,1,36 months,Male,House,Rent,20-25,300-500
516,No,0,36 months,Male,House,Rent,>25,>500
517,Yes,1,36 months,Male,House,Rent,20-25,300-500
518,No,0,36 months,Male,Car,Rent,20-25,300-500
519,Yes,1,36 months,Male,House,Rent,20-25,300-500
520,No,0,36 months,Male,House,Rent,20-25,300-500
521,Yes,1,36 months,Male,Car,Own,20-25,300-500
522,Yes,1,36 months,Male,Car,Rent,20-25,300-500
523,No,0,36 months,Female,Car,Mortgage,20-25,>500
524,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
525,Yes,1,36 months,Male,House,Rent,>25,>500
526,Yes,1,36 months,Female,House,Rent,>25,300-500
527,No,0,60 months,Male,House,Mortgage,>25,300-500
528,Yes,1,36 months,Male,House,Rent,>25,>500
529,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
530,Yes,1,36 months,Male,House,Rent,>25,>500
531,Yes,1,36 months,Male,Wedding,Rent,20-25,300-500
532,Yes,1,36 months,Male,House,Rent,20-25,300-500
533,No,0,60 months,Male,House,Rent,>25,>500
534,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
535,Yes,1,36 months,Male,Medical,Rent,>25,>500
536,Yes,1,36 months,Male,Car,Mortgage,>25,>500
537,Yes,1,36 months,Female,House,Own,>25,>500
538,No,0,36 months,Female,House,Rent,>25,>500
539,No,0,36 months,Female,Personal,Mortgage,>25,>500
540,Yes,1,36 months,Male,House,Mortgage,20-25,>500
541,No,0,36 months,Male,House,Mortgage,>25,>500
542,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
543,Yes,1,36 months,Female,House,Mortgage,>25,300-500
544,No,0,36 months,Male,House,Rent,20-25,300-500
545,Yes,1,36 months,Male,Car,Rent,20-25,300-500
546,No,0,60 months,Male,House,Mortgage,>25,300-500
547,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
548,No,0,36 months,Male,Car,Rent,20-25,300-500
549,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
550,Yes,1,60 months,Male,House,Mortgage,20-25,>500
551,No,0,36 months,Male,House,Mortgage,20-25,>500
552,Yes,1,36 months,Female,Medical,Mortgage,>25,300-500
553,No,0,36 months,Female,Car,Mortgage,>25,>500
554,No,0,60 months,Male,other,Rent,>25,>500
555,No,0,36 months,Male,House,Mortgage,20-25,>500
556,Yes,1,36 months,Male,House,Rent,20-25,300-500
557,No,0,36 months,Male,Wedding,Rent,>25,>500
558,Yes,1,36 months,Female,House,Mortgage,>25,300-500
559,Yes,1,36 months,Female,House,Mortgage,20-25,300-500
560,Yes,1,36 months,Male,Car,Mortgage,20-25,>500
561,Yes,1,36 months,Female,House,Rent,>25,300-500
562,Yes,1,36 months,Female,Other,Rent,>25,300-500
563,No,0,36 months,Female,House,Own,20-25,300-500
564,Yes,1,36 months,Female,House,Rent,20-25,300-500
565,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
566,Yes,1,36 months,Female,House,Own,>25,300-500
567,Yes,1,60 months,Male,other,Mortgage,20-25,>500
568,Yes,1,36 months,Female,Personal,Own,>25,>500
569,Yes,1,60 months,Male,House,Own,20-25,>500
570,No,0,36 months,Male,Car,Mortgage,>25,>500
571,Yes,1,36 months,Female,Personal,Mortgage,>25,>500
572,No,0,36 months,Female,House,Mortgage,>25,>500
573,Yes,1,36 months,Male,House,Mortgage,>25,>500
574,Yes,1,36 months,Male,House,Mortgage,>25,>500
575,No,0,36 months,Female,Medical,Mortgage,20-25,>500
576,No,0,36 months,Female,House,Rent,>25,>500
577,Yes,1,36 months,Female,Personal,Mortgage,>25,300-500
578,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
579,Yes,1,36 months,Female,Other,Mortgage,>25,300-500
580,Yes,1,36 months,Male,House,Mortgage,20-25,>500
581,Yes,1,36 months,Female,Car,Mortgage,>25,300-500
582,Yes,1,36 months,Female,House,Own,20-25,300-500
583,Yes,1,36 months,Female,House,Rent,>25,>500
584,Yes,1,36 months,Female,Personal,Mortgage,>25,300-500
585,Yes,1,36 months,Male,House,Own,20-25,300-500
586,No,0,36 months,Male,House,Mortgage,20-25,>500
587,Yes,1,36 months,Male,Other,Rent,20-25,300-500
588,Yes,1,36 months,Female,Other,Mortgage,>25,300-500
589,Yes,1,36 months,Female,House,Mortgage,>25,300-500
590,No,0,36 months,Female,House,Rent,>25,>500
591,Yes,1,36 months,Male,House,Mortgage,>25,>500
592,Yes,1,36 months,Male,House,Rent,20-25,300-500
593,No,0,36 months,Female,Other,Mortgage,>25,>500
594,Yes,1,36 months,Male,Other,Mortgage,20-25,300-500
595,Yes,1,36 months,Male,Other,Rent,>25,>500
596,Yes,1,36 months,Male,House,Mortgage,>25,>500
597,Yes,1,36 months,Male,House,Rent,>25,>500
598,Yes,1,36 months,Female,Wedding,Rent,>25,300-500
599,No,0,36 months,Female,House,Own,>25,>500
600,No,0,36 months,Female,Car,Rent,20-25,>500
601,No,0,36 months,Male,House,Mortgage,20-25,300-500
602,Yes,1,36 months,Male,House,Mortgage,>25,>500
603,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
604,Yes,1,36 months,Female,House,Rent,20-25,300-500
605,Yes,1,36 months,Male,House,Mortgage,20-25,>500
606,Yes,1,36 months,Female,Wedding,Rent,20-25,300-500
607,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
608,No,0,36 months,Female,Car,Rent,20-25,>500
609,Yes,1,36 months,Male,Wedding,Own,20-25,300-500
610,No,0,60 months,Male,Wedding,Rent,>25,>500
611,Yes,1,36 months,Female,Other,Mortgage,>25,>500
612,Yes,1,60 months,Male,House,Rent,20-25,>500
613,No,0,36 months,Male,House,Mortgage,20-25,>500
614,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
615,No,0,36 months,Male,House,Rent,20-25,300-500
616,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
617,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
618,Yes,1,36 months,Female,House,Rent,20-25,>500
619,No,0,36 months,Male,House,Rent,>25,>500
620,Yes,1,36 months,Male,House,Rent,20-25,300-500
621,Yes,1,60 months,Male,House,Mortgage,20-25,>500
622,No,0,36 months,Female,Personal,Mortgage,>25,>500
623,Yes,1,36 months,Female,House,Rent,>25,>500
624,No,0,36 months,Female,Other,Mortgage,20-25,>500
625,Yes,1,36 months,Male,House,Rent,>25,>500
626,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
627,Yes,1,36 months,Male,House,Rent,>25,>500
628,Yes,1,36 months,Male,Other,Own,20-25,300-500
629,Yes,1,36 months,Female,Car,Rent,>25,300-500
630,No,0,36 months,Male,House,Rent,20-25,>500
631,Yes,1,36 months,Female,House,Rent,20-25,300-500
632,Yes,1,36 months,Female,House,Rent,>25,>500
633,No,0,36 months,Female,Car,Mortgage,>25,>500
634,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
635,Yes,1,36 months,Female,House,Mortgage,>25,300-500
636,Yes,1,36 months,Female,House,Mortgage,>25,300-500
637,No,0,36 months,Female,House,Rent,>25,>500
638,Yes,1,36 months,Female,House,Rent,>25,300-500
639,No,0,36 months,Male,House,Rent,20-25,>500
640,Yes,1,36 months,Male,House,Rent,>25,>500
641,Yes,1,36 months,Male,Car,Rent,>25,>500
642,Yes,1,36 months,Male,House,Rent,20-25,300-500
643,No,0,36 months,Male,House,Rent,20-25,>500
644,Yes,1,36 months,Male,House,Rent,20-25,300-500
645,Yes,1,36 months,Female,House,Mortgage,20-25,>500
646,No,0,36 months,Male,Car,Rent,20-25,>500
647,Yes,1,36 months,Male,House,Rent,20-25,300-500
648,Yes,1,36 months,Female,House,Mortgage,>25,300-500
649,Yes,1,60 months,Male,House,Rent,20-25,>500
650,Yes,1,36 months,Female,House,Rent,>25,>500
651,Yes,1,36 months,Male,Car,Rent,20-25,300-500
652,Yes,1,36 months,Female,House,Mortgage,>25,300-500
653,No,0,36 months,Female,House,Own,20-25,>500
654,Yes,1,36 months,Female,Other,Rent,>25,300-500
655,Yes,1,36 months,Female,House,Mortgage,20-25,300-500
656,Yes,1,36 months,Male,House,Rent,>25,>500
657,Yes,1,36 months,Male,House,Mortgage,>25,>500
658,No,0,36 months,Female,House,Rent,>25,>500
659,No,0,36 months,Male,Personal,Mortgage,>25,>500
660,No,0,36 months,Male,House,Rent,20-25,300-500
661,Yes,1,36 months,Male,Wedding,Rent,20-25,>500
662,Yes,1,36 months,Female,Car,Mortgage,20-25,300-500
663,No,0,36 months,Female,Car,Rent,20-25,>500
664,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
665,No,0,60 months,Male,House,Mortgage,>25,300-500
666,No,0,36 months,Female,House,Mortgage,20-25,>500
667,No,0,60 months,Male,House,Mortgage,>25,300-500
668,No,0,36 months,Female,House,Mortgage,>25,>500
669,No,0,60 months,Male,House,Rent,>25,300-500
670,Yes,1,36 months,Male,House,Own,20-25,300-500
671,Yes,1,60 months,Male,House,Mortgage,20-25,>500
672,Yes,1,36 months,Female,House,Mortgage,>25,300-500
673,Yes,1,36 months,Male,Personal,Own,20-25,300-500
674,Yes,1,36 months,Female,House,Mortgage,>25,300-500
675,Yes,1,60 months,Male,Car,Own,20-25,>500
676,Yes,1,36 months,Male,Wedding,Own,20-25,300-500
677,Yes,1,36 months,Male,Medical,Mortgage,>25,>500
678,No,0,60 months,Male,House,Mortgage,>25,300-500
679,Yes,1,36 months,Female,House,Mortgage,>25,>500
680,No,0,36 months,Male,House,Rent,20-25,300-500
681,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
682,Yes,1,36 months,Female,House,Mortgage,20-25,300-500
683,No,0,36 months,Female,Car,Mortgage,20-25,>500
684,Yes,1,60 months,Male,House,Rent,20-25,>500
685,Yes,1,36 months,Male,Personal,Mortgage,20-25,300-500
686,Yes,1,36 months,Female,Other,Rent,>25,300-500
687,Yes,1,36 months,Male,Car,Rent,20-25,300-500
688,No,0,60 months,Male,Car,Mortgage,>25,>500
689,Yes,1,36 months,Male,Personal,Mortgage,20-25,300-500
690,Yes,1,36 months,Female,Wedding,Mortgage,20-25,300-500
691,Yes,1,36 months,Male,Wedding,Rent,20-25,300-500
692,Yes,1,36 months,Male,House,Rent,20-25,300-500
693,Yes,1,36 months,Male,House,Mortgage,20-25,>500
694,Yes,1,36 months,Male,House,Rent,20-25,300-500
695,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
696,Yes,1,36 months,Male,House,Rent,20-25,300-500
697,No,0,36 months,Female,Car,Rent,20-25,>500
698,No,0,36 months,Female,House,Mortgage,20-25,>500
699,Yes,1,36 months,Female,House,Mortgage,>25,300-500
700,Yes,1,36 months,Male,House,Own,>25,>500
701,Yes,1,36 months,Male,House,Rent,20-25,300-500
702,Yes,1,36 months,Male,Car,Own,20-25,300-500
703,No,0,36 months,Female,Personal,Own,>25,>500
704,Yes,1,36 months,Male,House,Rent,20-25,300-500
705,Yes,1,36 months,Female,Personal,Mortgage,>25,300-500
706,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
707,Yes,1,36 months,Female,Car,Mortgage,>25,300-500
708,No,0,60 months,Male,other,Own,>25,300-500
709,Yes,1,36 months,Male,House,Mortgage,20-25,>500
710,No,0,36 months,Female,House,Rent,>25,>500
711,No,0,36 months,Male,Car,Mortgage,20-25,>500
712,No,0,36 months,Female,Car,Rent,>25,>500
713,No,0,36 months,Female,Personal,Mortgage,>25,>500
714,Yes,1,36 months,Male,Car,Rent,20-25,>500
715,Yes,1,36 months,Male,Other,Mortgage,20-25,300-500
716,Yes,1,36 months,Male,House,Rent,20-25,300-500
717,Yes,1,36 months,Male,House,Rent,20-25,300-500
718,Yes,1,36 months,Male,Other,Rent,20-25,>500
719,No,0,36 months,Female,House,Rent,20-25,>500
720,Yes,1,36 months,Male,House,Mortgage,>25,>500
721,Yes,1,36 months,Female,Car,Mortgage,>25,300-500
722,No,0,36 months,Female,Car,Rent,>25,>500
723,Yes,1,36 months,Male,House,Own,20-25,300-500
724,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
725,Yes,1,36 months,Female,Medical,Mortgage,>25,300-500
726,Yes,1,36 months,Female,Other,Rent,>25,300-500
727,No,0,36 months,Female,House,Mortgage,>25,>500
728,No,0,36 months,Male,House,Own,20-25,300-500
729,Yes,1,36 months,Female,Car,Mortgage,>25,300-500
730,Yes,1,36 months,Male,House,Own,20-25,300-500
731,No,0,36 months,Female,Wedding,Rent,>25,>500
732,Yes,1,36 months,Male,Other,Rent,20-25,300-500
733,No,0,36 months,Female,Car,Mortgage,20-25,>500
734,Yes,1,36 months,Female,Other,Mortgage,>25,300-500
735,No,0,36 months,Female,Car,Own,20-25,>500
736,Yes,1,36 months,Male,House,Rent,20-25,300-500
737,Yes,1,36 months,Male,House,Mortgage,20-25,>500
738,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
739,No,0,36 months,Male,House,Rent,20-25,>500
740,No,0,36 months,Female,House,Mortgage,20-25,>500
741,No,0,36 months,Male,House,Rent,>25,>500
742,Yes,1,36 months,Female,House,Mortgage,>25,300-500
743,Yes,1,36 months,Female,House,Rent,>25,300-500
744,No,0,36 months,Female,House,Rent,>25,>500
745,Yes,1,36 months,Female,House,Rent,20-25,300-500
746,No,0,36 months,Female,Personal,Mortgage,>25,>500
747,Yes,1,36 months,Male,House,Own,20-25,300-500
748,Yes,1,36 months,Female,Other,Mortgage,>25,300-500
749,Yes,1,36 months,Male,House,Rent,20-25,300-500
750,No,0,60 months,Male,House,Mortgage,>25,>500
751,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
752,Yes,1,36 months,Male,House,Rent,20-25,300-500
753,Yes,1,36 months,Male,Car,Mortgage,>25,>500
754,No,0,36 months,Female,Wedding,Rent,20-25,>500
755,Yes,1,36 months,Male,House,Own,>25,>500
756,Yes,1,36 months,Female,House,Rent,20-25,300-500
757,Yes,1,36 months,Female,House,Rent,20-25,300-500
758,Yes,1,36 months,Male,Other,Mortgage,20-25,300-500
759,Yes,1,36 months,Female,Medical,Mortgage,>25,300-500
760,Yes,1,36 months,Female,Personal,Mortgage,>25,300-500
761,No,0,60 months,Male,House,Own,>25,>500
762,Yes,1,36 months,Male,House,Rent,20-25,300-500
763,Yes,1,36 months,Male,Personal,Mortgage,20-25,300-500
764,Yes,1,36 months,Male,House,Rent,>25,>500
765,Yes,1,60 months,Male,Car,Rent,20-25,>500
766,Yes,1,36 months,Female,Car,Mortgage,20-25,300-500
767,Yes,1,36 months,Female,Personal,Mortgage,20-25,300-500
768,Yes,1,36 months,Male,House,Rent,20-25,300-500
769,No,0,36 months,Male,Car,Mortgage,20-25,300-500
770,Yes,1,36 months,Male,House,Mortgage,>25,>500
771,Yes,1,36 months,Female,Car,Mortgage,>25,300-500
772,Yes,1,36 months,Female,Personal,Mortgage,20-25,300-500
773,No,0,36 months,Male,House,Rent,20-25,300-500
774,Yes,1,60 months,Male,House,Rent,20-25,>500
775,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
776,Yes,1,36 months,Male,Personal,Mortgage,20-25,300-500
777,No,0,36 months,Female,House,Mortgage,>25,>500
778,Yes,1,36 months,Male,House,Rent,20-25,300-500
779,No,0,36 months,Male,House,Rent,20-25,300-500
780,No,0,36 months,Male,House,Mortgage,20-25,>500
781,No,0,36 months,Female,Personal,Mortgage,20-25,>500
782,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
783,Yes,1,36 months,Male,Car,Rent,20-25,300-500
784,Yes,1,36 months,Female,House,Mortgage,>25,300-500
785,Yes,1,36 months,Male,House,Rent,20-25,300-500
786,Yes,1,36 months,Female,Car,Mortgage,20-25,300-500
787,Yes,1,36 months,Male,House,Rent,20-25,300-500
788,No,0,36 months,Male,House,Mortgage,20-25,300-500
789,No,0,36 months,Male,Other,Rent,20-25,>500
790,Yes,1,36 months,Male,House,Mortgage,20-25,>500
791,Yes,1,36 months,Male,House,Rent,20-25,300-500
792,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
793,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
794,No,0,36 months,Female,Personal,Mortgage,20-25,>500
795,Yes,1,36 months,Male,Car,Rent,20-25,300-500
796,Yes,1,36 months,Male,House,Rent,20-25,300-500
797,Yes,1,36 months,Male,Car,Rent,20-25,300-500
798,Yes,1,36 months,Female,House,Rent,>25,300-500
799,No,0,36 months,Male,House,Rent,20-25,>500
800,Yes,1,36 months,Male,Car,Rent,>25,>500
801,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
802,Yes,1,36 months,Male,House,Rent,>25,>500
803,Yes,1,36 months,Female,Personal,Rent,>25,300-500
804,Yes,1,36 months,Female,Car,Rent,>25,300-500
805,Yes,1,36 months,Male,House,Rent,20-25,300-500
806,Yes,1,36 months,Male,Car,Mortgage,>25,>500
807,Yes,1,36 months,Male,House,Rent,>25,>500
808,Yes,1,36 months,Male,Car,Rent,>25,>500
809,Yes,1,36 months,Male,House,Mortgage,>25,>500
810,No,0,36 months,Female,Personal,Mortgage,>25,>500
811,No,0,36 months,Female,Car,Rent,20-25,>500
812,No,0,36 months,Female,Personal,Mortgage,20-25,>500
813,No,0,36 months,Male,Car,Rent,20-25,300-500
814,Yes,1,36 months,Male,House,Rent,20-25,300-500
815,No,0,36 months,Female,House,Rent,20-25,>500
816,Yes,1,36 months,Male,House,Rent,20-25,300-500
817,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
818,Yes,1,36 months,Male,Car,Rent,20-25,300-500
819,No,0,36 months,Male,Car,Mortgage,20-25,300-500
820,Yes,1,36 months,Male,Medical,Rent,>25,>500
821,No,0,36 months,Male,House,Rent,>25,>500
822,Yes,1,36 months,Male,Car,Rent,20-25,300-500
823,No,0,36 months,Female,Wedding,Mortgage,20-25,>500
824,Yes,1,36 months,Male,Wedding,Mortgage,20-25,300-500
825,Yes,1,36 months,Male,House,Rent,20-25,300-500
826,Yes,1,36 months,Male,House,Rent,>25,>500
827,Yes,1,36 months,Male,Car,Own,20-25,300-500
828,Yes,1,36 months,Male,Car,Rent,20-25,300-500
829,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
830,Yes,1,36 months,Male,House,Rent,20-25,300-500
831,No,0,36 months,Male,Car,Rent,20-25,>500
832,No,0,36 months,Female,House,Mortgage,>25,>500
833,No,0,36 months,Female,House,Mortgage,>25,>500
834,Yes,1,36 months,Male,House,Rent,20-25,300-500
835,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
836,No,0,36 months,Male,Other,Mortgage,20-25,300-500
837,Yes,1,36 months,Female,House,Mortgage,20-25,300-500
838,Yes,1,36 months,Male,House,Rent,20-25,300-500
839,Yes,1,36 months,Female,House,Mortgage,>25,300-500
840,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
841,Yes,1,36 months,Female,Car,Rent,>25,300-500
842,No,0,36 months,Male,House,Rent,20-25,300-500
843,Yes,1,36 months,Female,Personal,Rent,>25,300-500
844,Yes,1,36 months,Female,House,Rent,20-25,300-500
845,Yes,1,60 months,Male,House,Rent,20-25,>500
846,Yes,1,36 months,Female,Medical,Rent,>25,300-500
847,Yes,1,36 months,Male,House,Rent,20-25,300-500
848,No,0,36 months,Male,House,Rent,20-25,300-500
849,Yes,1,36 months,Male,House,Rent,20-25,300-500
850,Yes,1,36 months,Female,Personal,Mortgage,>25,300-500
851,Yes,1,36 months,Male,Car,Mortgage,>25,>500
852,Yes,1,36 months,Male,Personal,Mortgage,>25,>500
853,Yes,1,36 months,Male,Car,Rent,20-25,300-500
854,Yes,1,36 months,Female,Wedding,Rent,>25,300-500
855,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
856,Yes,1,36 months,Male,House,Rent,20-25,300-500
857,Yes,1,36 months,Male,House,Rent,20-25,300-500
858,No,0,36 months,Female,House,Rent,>25,>500
859,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
860,Yes,1,36 months,Female,House,Rent,20-25,300-500
861,No,0,60 months,Male,House,Rent,>25,>500
862,No,0,36 months,Female,House,Own,>25,>500
863,No,0,36 months,Female,House,Rent,>25,>500
864,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
865,Yes,1,36 months,Male,Other,Rent,>25,>500
866,Yes,1,36 months,Male,Car,Rent,20-25,300-500
867,Yes,1,36 months,Male,Wedding,Rent,20-25,300-500
868,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
869,No,0,36 months,Female,House,Mortgage,>25,>500
870,No,0,36 months,Female,House,Mortgage,>25,>500
871,Yes,1,36 months,Female,Other,Rent,>25,300-500
872,Yes,1,36 months,Male,House,Own,>25,>500
873,Yes,1,36 months,Male,House,Mortgage,>25,>500
874,Yes,1,36 months,Female,House,Mortgage,20-25,300-500
875,Yes,1,36 months,Male,House,Rent,20-25,300-500
876,Yes,1,36 months,Male,House,Rent,20-25,300-500
877,Yes,1,36 months,Female,House,Mortgage,>25,300-500
878,Yes,1,36 months,Male,House,Rent,20-25,300-500
879,No,0,36 months,Female,House,Rent,20-25,>500
880,Yes,1,36 months,Male,Personal,Mortgage,>25,>500
881,Yes,1,36 months,Male,House,Mortgage,>25,>500
882,No,0,36 months,Female,House,Rent,20-25,>500
883,No,0,36 months,Female,House,Rent,20-25,>500
884,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
885,Yes,1,36 months,Male,House,Mortgage,>25,>500
886,No,0,36 months,Female,House,Mortgage,20-25,>500
887,Yes,1,36 months,Male,House,Rent,20-25,300-500
888,Yes,1,36 months,Male,Personal,Mortgage,20-25,300-500
889,Yes,1,36 months,Male,House,Mortgage,>25,>500
890,Yes,1,36 months,Male,Car,Rent,20-25,300-500
891,Yes,1,36 months,Male,Other,Rent,>25,>500
892,Yes,1,36 months,Female,House,Rent,20-25,300-500
893,No,0,36 months,Female,Personal,Mortgage,>25,>500
894,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
895,No,0,60 months,Male,Car,Mortgage,>25,300-500
896,No,0,36 months,Male,Car,Rent,20-25,300-500
897,No,0,36 months,Female,House,Rent,20-25,300-500
898,Yes,1,36 months,Female,House,Rent,>25,300-500
899,No,0,36 months,Female,House,Rent,>25,>500
900,Yes,1,36 months,Female,House,Mortgage,20-25,300-500
901,Yes,1,36 months,Female,House,Mortgage,20-25,>500
902,Yes,1,60 months,Male,House,Mortgage,20-25,>500
