,employee_id,department,education,gender,no_of_trainings,age,last_promotion_rating,employee_since_years,all_tasks_completed,training_marks,is_promoted
460,2001405,Sales & Marketing,Master's & above,m,1,45,3,17,0,49,0
461,2001406,Sales & Marketing,Master's & above,f,1,31,3,1,0,54,0
462,2001407,Sales & Marketing,Bachelor's,m,1,30,5,7,0,49,0
463,2001408,Sales & Marketing,Bachelor's,m,1,46,1,5,0,50,0
464,2001409,Operations,Bachelor's,f,1,60,5,4,1,56,0
465,2001410,Operations,Bachelor's,m,1,44,5,11,1,55,0
466,2001411,Technology,Master's & above,m,3,35,3,3,0,86,0
467,2001412,Sales & Marketing,Bachelor's,m,2,33,2,6,0,52,0
468,2001413,Operations,Bachelor's,m,1,38,4,8,1,55,0
469,2001414,Technology,Master's & above,m,1,39,3,5,0,80,0
470,2001415,Sales & Marketing,Bachelor's,m,1,30,3,2,0,50,0
472,2001416,Sales & Marketing,Bachelor's,m,1,57,4,3,0,50,0
473,2001417,Sales & Marketing,Bachelor's,f,1,34,1,7,0,50,0
474,2001418,Operations,Bachelor's,m,1,38,3,4,1,66,0
476,2001419,Procurement,Master's & above,m,1,45,3,16,0,87,1
477,2001420,Sales & Marketing,Master's & above,m,1,40,1,11,0,53,0
478,2001421,Procurement,Bachelor's,m,2,32,3,3,0,70,0
479,2001422,Sales & Marketing,Bachelor's,f,2,29,3,2,0,48,0
480,2001423,Finance,Bachelor's,f,1,39,4,11,0,59,0
481,2001424,Analytics,Bachelor's,m,1,32,3,7,0,80,0
482,2001425,Operations,Master's & above,m,2,57,4,7,1,58,0
483,2001426,Procurement,Bachelor's,f,1,36,3,4,1,72,0
484,2001427,Sales & Marketing,Bachelor's,m,1,34,1,5,0,46,0
485,2001428,HR,Master's & above,f,1,33,5,7,1,50,0
486,2001429,Technology,Master's & above,m,1,39,2,4,1,81,0
487,2001430,Finance,Bachelor's,f,2,32,4,8,0,59,0
488,2001431,Technology,Bachelor's,m,1,31,3,6,0,77,0
489,2001432,Sales & Marketing,Bachelor's,m,1,31,1,7,1,52,0
490,2001433,Procurement,Bachelor's,f,1,25,3,3,0,68,0
491,2001434,Sales & Marketing,Bachelor's,f,1,43,5,4,1,50,0
493,2001435,Procurement,Master's & above,f,1,50,1,16,0,68,0
494,2001436,Operations,Master's & above,m,3,32,3,4,1,64,1
495,2001437,Finance,Bachelor's,m,1,28,3,2,0,59,0
496,2001438,Sales & Marketing,Bachelor's,m,1,32,1,5,0,51,0
497,2001439,Sales & Marketing,Bachelor's,m,1,34,5,5,0,49,0
498,2001440,Operations,Bachelor's,m,1,30,5,4,0,55,0
499,2001441,Operations,Master's & above,f,1,33,5,6,0,74,1
500,2001442,Procurement,Master's & above,m,2,46,4,19,1,70,0
501,2001443,Sales & Marketing,Bachelor's,m,1,35,4,10,1,50,1
502,2001444,Operations,Bachelor's,m,1,33,5,8,1,59,1
503,2001445,Operations,Bachelor's,m,1,30,4,4,0,59,0
504,2001446,Procurement,Bachelor's,m,2,33,5,4,1,71,0
505,2001447,Sales & Marketing,Bachelor's,m,1,28,4,5,0,52,0
506,2001448,Technology,Master's & above,m,1,38,3,8,0,84,0
507,2001449,Sales & Marketing,Bachelor's,f,1,34,2,7,1,49,1
509,2001450,Procurement,Bachelor's,f,2,30,3,5,0,73,0
510,2001451,Operations,Bachelor's,f,1,29,2,7,0,60,0
511,2001452,R&D,Bachelor's,m,1,30,3,3,0,83,0
512,2001453,Sales & Marketing,Bachelor's,m,1,38,4,10,0,50,0
513,2001454,Operations,Bachelor's,m,3,40,3,11,0,60,0
515,2001455,HR,Master's & above,f,1,53,4,25,0,47,0
516,2001456,Sales & Marketing,Bachelor's,f,1,26,3,2,0,49,0
519,2001457,Procurement,Bachelor's,m,1,28,3,4,0,65,0
520,2001458,HR,Bachelor's,f,1,30,3,3,0,51,0
521,2001459,Operations,Master's & above,m,1,59,4,4,1,56,0
523,2001460,Technology,Bachelor's,m,1,31,3,4,0,83,0
524,2001461,Procurement,Bachelor's,f,1,26,3,2,0,69,0
525,2001462,Operations,Master's & above,f,1,37,3,10,0,62,0
526,2001463,Operations,Bachelor's,f,1,25,3,1,0,62,0
527,2001464,Technology,Bachelor's,m,1,27,2,3,1,78,0
528,2001465,Operations,Master's & above,m,1,39,4,10,0,60,0
529,2001466,Analytics,Bachelor's,m,1,36,5,3,1,91,1
530,2001467,Procurement,Master's & above,m,2,35,5,6,1,91,1
533,2001468,Procurement,Master's & above,m,1,37,5,9,1,75,0
534,2001469,Technology,Master's & above,m,2,35,1,9,0,80,0
535,2001470,Sales & Marketing,Master's & above,f,1,30,1,5,0,54,0
536,2001471,R&D,Bachelor's,m,1,30,5,1,0,96,1
537,2001472,Technology,Bachelor's,m,1,45,4,3,0,83,0
538,2001473,Procurement,Master's & above,m,1,36,3,7,1,71,0
539,2001474,Sales & Marketing,Bachelor's,m,1,37,3,4,0,50,0
540,2001475,Procurement,Bachelor's,f,2,39,3,4,0,73,0
541,2001476,Operations,Bachelor's,m,1,37,5,6,0,59,0
543,2001477,Procurement,Master's & above,m,1,40,3,12,0,70,0
544,2001478,Sales & Marketing,Bachelor's,m,1,30,5,3,1,52,0
545,2001479,Operations,Master's & above,m,1,36,4,7,0,56,0
546,2001480,Sales & Marketing,Bachelor's,f,1,27,2,4,0,57,0
547,2001481,Operations,Bachelor's,f,1,29,1,4,0,57,0
548,2001482,Technology,Bachelor's,f,7,31,3,5,1,82,0
549,2001483,Procurement,Master's & above,m,1,36,4,7,1,67,0
550,2001484,Operations,Bachelor's,m,1,30,4,4,0,57,0
551,2001485,Analytics,Master's & above,m,2,32,3,6,1,86,0
552,2001486,Sales & Marketing,Bachelor's,m,1,29,5,2,0,50,0
554,2001487,Sales & Marketing,Master's & above,m,2,38,1,8,0,47,0
555,2001488,Procurement,Master's & above,f,1,51,3,15,0,71,0
556,2001489,Finance,Master's & above,m,1,32,3,8,0,58,0
557,2001490,Technology,Master's & above,f,1,36,3,5,1,83,0
558,2001491,Operations,Bachelor's,m,2,30,5,5,1,57,0
559,2001492,Finance,Bachelor's,f,1,26,3,5,0,56,0
560,2001493,R&D,Bachelor's,m,2,32,5,3,1,83,1
561,2001494,Sales & Marketing,Bachelor's,m,2,26,3,3,0,50,0
562,2001495,Analytics,Bachelor's,m,1,30,4,2,0,83,0
563,2001496,Sales & Marketing,Bachelor's,f,1,28,1,2,0,50,0
564,2001497,Sales & Marketing,Bachelor's,m,1,40,3,18,1,55,1
565,2001498,Legal,Bachelor's,m,1,33,1,6,0,66,0
568,2001499,Operations,Bachelor's,m,1,30,4,2,1,61,0
569,2001500,Sales & Marketing,Master's & above,f,1,37,3,9,0,44,0
571,2001501,Analytics,Bachelor's,m,2,31,3,2,0,84,0
572,2001502,Sales & Marketing,Bachelor's,m,1,43,3,3,0,48,0
573,2001503,Sales & Marketing,Master's & above,f,1,39,1,10,1,52,1
575,2001504,Procurement,Master's & above,m,1,41,2,12,0,71,0
576,2001505,R&D,Master's & above,m,1,35,5,4,1,85,0
578,2001506,Sales & Marketing,Master's & above,m,3,33,2,7,0,53,0
579,2001507,Sales & Marketing,Master's & above,m,1,35,3,3,0,47,0
580,2001508,Sales & Marketing,Bachelor's,m,1,30,2,8,1,50,0
581,2001509,Procurement,Bachelor's,m,1,29,3,2,0,68,0
582,2001510,Sales & Marketing,Bachelor's,m,1,28,5,2,1,50,0
583,2001511,Operations,Master's & above,f,1,48,5,15,1,61,0
584,2001512,Technology,Bachelor's,m,1,31,3,3,0,79,0
585,2001513,Sales & Marketing,Bachelor's,m,1,26,1,3,1,50,0
588,2001514,Operations,Master's & above,f,1,38,3,2,1,61,0
590,2001515,Technology,Master's & above,f,1,49,1,24,0,77,0
593,2001516,Sales & Marketing,Bachelor's,f,1,35,5,7,0,48,0
594,2001517,Finance,Bachelor's,f,2,46,3,3,0,59,0
595,2001518,Procurement,Master's & above,m,1,34,2,6,0,69,0
596,2001519,Finance,Bachelor's,f,2,30,1,3,1,59,0
598,2001520,Sales & Marketing,Master's & above,m,1,49,3,17,0,48,0
599,2001521,Procurement,Master's & above,f,1,35,3,5,0,68,0
600,2001522,R&D,Master's & above,m,1,34,4,4,0,83,0
601,2001523,Sales & Marketing,Bachelor's,m,7,26,2,5,0,46,0
603,2001524,Operations,Master's & above,f,1,37,3,4,0,58,0
604,2001525,Analytics,Bachelor's,m,2,25,4,2,0,80,0
605,2001526,Sales & Marketing,Bachelor's,m,1,47,4,16,1,48,1
606,2001527,Analytics,Bachelor's,m,1,28,2,5,0,85,0
607,2001528,Sales & Marketing,Bachelor's,m,1,32,5,10,1,48,0
608,2001529,Procurement,Bachelor's,m,1,34,3,4,0,71,0
610,2001530,Legal,Bachelor's,m,1,32,2,6,0,59,0
611,2001531,Procurement,Master's & above,m,2,32,2,5,0,72,0
612,2001532,Sales & Marketing,Bachelor's,m,1,29,4,3,0,52,0
613,2001533,Operations,Bachelor's,m,1,32,4,4,1,57,1
614,2001534,Sales & Marketing,Bachelor's,m,5,27,3,2,0,52,0
615,2001535,Sales & Marketing,Bachelor's,m,1,34,5,4,1,51,0
616,2001536,Sales & Marketing,Master's & above,f,1,36,3,8,0,48,0
617,2001537,Operations,Bachelor's,m,1,26,5,2,1,59,0
618,2001538,Sales & Marketing,Master's & above,m,1,33,4,3,1,94,1
619,2001539,Sales & Marketing,Master's & above,m,1,47,1,3,0,45,0
620,2001540,Sales & Marketing,Bachelor's,m,1,42,3,2,0,48,0
621,2001541,Sales & Marketing,Master's & above,m,1,38,1,8,0,54,0
622,2001542,Technology,Bachelor's,f,4,32,5,8,0,93,1
623,2001543,Procurement,Bachelor's,f,1,44,3,16,0,70,0
624,2001544,Sales & Marketing,Master's & above,m,1,33,4,5,1,46,0
625,2001545,Sales & Marketing,Bachelor's,m,2,27,3,3,0,55,0
626,2001546,Technology,Master's & above,m,2,50,5,14,0,85,0
627,2001547,Procurement,Bachelor's,f,2,29,3,4,0,71,0
628,2001548,Procurement,Bachelor's,m,1,29,5,4,0,84,1
630,2001549,Analytics,Bachelor's,m,1,44,5,7,1,84,0
631,2001550,Operations,Bachelor's,f,1,32,4,2,1,61,0
632,2001551,Analytics,Master's & above,m,2,30,3,6,0,83,0
633,2001552,Operations,Bachelor's,m,1,37,5,4,1,59,0
634,2001553,Operations,Bachelor's,f,1,37,3,5,1,59,0
635,2001554,Sales & Marketing,Bachelor's,m,1,32,1,4,0,52,0
636,2001555,Procurement,Bachelor's,m,1,36,3,2,0,66,0
637,2001556,Procurement,Bachelor's,f,2,34,3,4,1,62,0
638,2001557,Finance,Bachelor's,f,1,30,3,3,0,65,0
640,2001558,Sales & Marketing,Master's & above,m,1,31,1,2,0,51,0
641,2001559,Technology,Bachelor's,m,1,41,5,7,0,83,0
642,2001560,Operations,Master's & above,m,1,33,2,7,0,57,0
643,2001561,Operations,Bachelor's,m,1,25,4,3,0,58,0
644,2001562,Operations,Bachelor's,f,1,39,3,6,1,58,0
645,2001563,Procurement,Bachelor's,f,1,31,3,6,0,70,0
646,2001564,Technology,Master's & above,f,1,56,2,16,0,79,0
647,2001565,Sales & Marketing,Bachelor's,m,1,30,1,3,0,50,0
648,2001566,Operations,Bachelor's,m,2,29,5,5,1,63,1
649,2001567,Sales & Marketing,Master's & above,m,1,31,4,3,0,50,0
650,2001568,R&D,Master's & above,m,2,28,4,2,0,82,0
651,2001569,Analytics,Bachelor's,m,2,30,2,3,0,82,0
652,2001570,Analytics,Bachelor's,m,1,30,1,2,0,84,0
653,2001571,Procurement,Bachelor's,f,1,29,4,6,1,65,0
654,2001572,Operations,Bachelor's,f,1,31,3,3,1,60,0
655,2001573,Analytics,Bachelor's,m,1,30,3,6,1,84,1
657,2001574,Operations,Bachelor's,m,1,44,5,4,1,60,0
658,2001575,Procurement,Master's & above,f,1,31,1,6,0,70,0
659,2001576,Technology,Bachelor's,f,1,35,4,3,0,77,0
660,2001577,Procurement,Master's & above,m,1,41,3,3,0,73,0
661,2001578,Sales & Marketing,Bachelor's,m,1,33,5,7,1,47,0
662,2001579,Technology,Bachelor's,m,1,33,5,4,1,81,0
663,2001580,Operations,Below Secondary,m,1,26,5,3,0,60,0
664,2001581,Sales & Marketing,Bachelor's,m,1,47,4,19,0,48,0
665,2001582,Sales & Marketing,Bachelor's,m,1,28,5,5,1,51,0
666,2001583,Sales & Marketing,Bachelor's,m,1,32,1,5,0,52,0
667,2001584,Sales & Marketing,Bachelor's,m,1,36,3,10,0,50,0
668,2001585,Procurement,Master's & above,f,2,39,3,5,0,68,0
669,2001586,Technology,Bachelor's,f,1,29,5,2,1,81,0
671,2001587,Operations,Bachelor's,m,1,48,2,4,0,58,0
672,2001588,HR,Bachelor's,m,2,32,3,5,0,49,0
673,2001589,Operations,Bachelor's,f,1,39,2,5,0,63,0
674,2001590,Operations,Master's & above,m,1,53,4,19,1,57,0
675,2001591,Sales & Marketing,Bachelor's,m,1,42,3,4,0,53,0
676,2001592,Finance,Master's & above,f,2,35,5,4,0,59,0
677,2001593,Analytics,Bachelor's,m,1,30,1,4,0,82,0
679,2001594,Operations,Bachelor's,m,1,26,5,3,0,56,0
680,2001595,Sales & Marketing,Bachelor's,m,1,35,5,3,1,45,1
681,2001596,Sales & Marketing,Bachelor's,m,1,45,1,5,0,52,0
682,2001597,Procurement,Bachelor's,m,5,37,3,9,0,64,0
683,2001598,Operations,Bachelor's,f,1,42,5,10,1,59,0
684,2001599,Sales & Marketing,Master's & above,m,1,43,5,14,1,50,0
685,2001600,Operations,Bachelor's,m,1,27,5,2,1,58,0
687,2001601,Sales & Marketing,Master's & above,m,1,38,1,10,0,50,0
688,2001602,Analytics,Master's & above,m,1,31,4,5,1,82,0
689,2001603,Operations,Bachelor's,f,1,30,2,2,0,64,0
691,2001604,Sales & Marketing,Master's & above,m,1,35,1,4,0,48,0
692,2001605,Operations,Master's & above,f,2,38,5,4,1,63,0
693,2001606,R&D,Bachelor's,m,3,30,5,2,0,85,0
695,2001607,Sales & Marketing,Bachelor's,m,2,28,3,2,0,52,0
696,2001608,Operations,Master's & above,m,1,42,4,7,0,59,0
697,2001609,Procurement,Bachelor's,m,1,33,2,7,0,68,0
698,2001610,Sales & Marketing,Master's & above,m,1,39,4,4,0,45,0
700,2001611,Technology,Master's & above,f,1,43,4,6,0,81,0
701,2001612,Operations,Bachelor's,f,1,30,4,7,0,59,0
702,2001613,Analytics,Master's & above,m,1,37,3,3,1,85,0
703,2001614,Technology,Bachelor's,m,1,33,4,6,1,81,0
704,2001615,Sales & Marketing,Master's & above,m,1,38,5,10,0,49,0
705,2001616,Analytics,Bachelor's,f,2,27,3,3,1,85,1
706,2001617,Operations,Bachelor's,f,1,24,5,2,0,55,0
707,2001618,Operations,Bachelor's,f,1,35,2,10,0,58,0
708,2001619,Operations,Master's & above,m,2,42,5,2,1,57,0
709,2001620,Sales & Marketing,Master's & above,m,1,32,3,7,0,53,0
710,2001621,Sales & Marketing,Bachelor's,m,2,25,3,2,0,45,0
711,2001622,Procurement,Master's & above,f,1,35,5,6,1,67,0
712,2001623,Technology,Master's & above,f,1,54,3,24,0,75,0
713,2001624,Sales & Marketing,Bachelor's,m,1,33,2,3,0,45,0
715,2001625,Analytics,Bachelor's,m,2,28,3,2,1,86,1
716,2001626,HR,Master's & above,f,1,36,3,8,0,44,0
717,2001627,Procurement,Master's & above,f,3,51,3,7,1,72,0
718,2001628,Operations,Bachelor's,f,2,31,3,2,0,57,0
719,2001629,Sales & Marketing,Bachelor's,m,2,25,1,4,0,47,0
720,2001630,HR,Master's & above,m,1,45,3,3,0,51,0
721,2001631,Finance,Bachelor's,m,1,31,3,4,0,64,0
722,2001632,HR,Bachelor's,m,1,39,3,11,0,53,0
723,2001633,Procurement,Bachelor's,f,1,39,4,5,1,73,0
724,2001634,Procurement,Bachelor's,f,1,25,2,2,1,66,0
725,2001635,Operations,Master's & above,f,1,37,5,8,1,99,1
726,2001636,Technology,Bachelor's,m,1,29,5,3,1,80,0
727,2001637,Sales & Marketing,Bachelor's,m,1,27,1,5,0,52,0
728,2001638,Operations,Bachelor's,m,1,27,4,3,0,59,0
729,2001639,Sales & Marketing,Bachelor's,m,1,47,4,6,0,51,0
730,2001640,Finance,Master's & above,m,1,36,4,3,0,55,0
731,2001641,Operations,Bachelor's,m,1,35,5,9,1,58,0
732,2001642,Sales & Marketing,Bachelor's,m,1,35,3,8,0,51,0
733,2001643,Technology,Bachelor's,f,2,32,3,5,1,82,0
735,2001644,Finance,Master's & above,m,1,33,3,3,1,60,1
736,2001645,Sales & Marketing,Master's & above,f,1,32,2,5,0,56,0
737,2001646,Procurement,Bachelor's,m,1,41,5,4,1,73,0
739,2001647,Finance,Master's & above,m,1,40,5,4,0,58,0
740,2001648,Operations,Bachelor's,f,1,31,3,4,0,55,0
741,2001649,Technology,Bachelor's,m,1,25,3,2,0,78,0
742,2001650,Legal,Master's & above,m,1,58,3,15,1,60,0
743,2001651,Sales & Marketing,Bachelor's,f,1,27,1,4,0,53,0
744,2001652,Sales & Marketing,Bachelor's,m,1,29,5,5,1,52,0
745,2001653,Sales & Marketing,Bachelor's,m,2,33,4,8,0,46,0
747,2001654,Operations,Bachelor's,f,1,32,4,2,1,59,0
748,2001655,Finance,Master's & above,f,1,36,5,2,1,57,0
749,2001656,Procurement,Master's & above,f,1,37,3,3,0,72,0
750,2001657,HR,Bachelor's,m,1,30,5,7,1,51,0
751,2001658,Technology,Master's & above,m,1,43,2,7,0,77,0
752,2001659,Technology,Master's & above,f,1,31,3,5,1,81,0
753,2001660,R&D,Master's & above,m,2,34,4,4,0,86,0
754,2001661,Operations,Bachelor's,m,1,45,4,18,1,61,0
755,2001662,Analytics,Master's & above,m,2,30,3,6,0,80,0
756,2001663,Analytics,Bachelor's,m,3,39,3,6,0,84,0
757,2001664,Technology,Master's & above,m,1,34,5,5,1,81,0
758,2001665,Technology,Master's & above,m,1,36,2,8,0,86,0
759,2001666,Technology,Bachelor's,m,1,25,4,3,0,80,0
760,2001667,Sales & Marketing,Bachelor's,m,1,28,4,4,0,45,0
761,2001668,Finance,Bachelor's,m,1,31,2,5,0,60,0
762,2001669,Procurement,Master's & above,f,1,49,5,7,1,73,0
763,2001670,Technology,Master's & above,f,1,39,4,4,1,78,1
764,2001671,Sales & Marketing,Bachelor's,m,1,49,3,19,0,50,0
765,2001672,Procurement,Master's & above,f,1,37,3,9,0,67,0
766,2001673,Technology,Bachelor's,f,1,38,2,5,1,79,0
767,2001674,Operations,Bachelor's,m,1,38,4,10,0,59,0
768,2001675,Sales & Marketing,Master's & above,m,1,44,1,9,0,54,0
769,2001676,Technology,Bachelor's,m,1,30,4,2,1,84,0
770,2001677,Analytics,Master's & above,m,1,34,2,6,0,86,0
772,2001678,Operations,Master's & above,f,2,34,5,7,0,61,0
773,2001679,Technology,Master's & above,f,1,35,1,4,0,81,0
774,2001680,Procurement,Bachelor's,f,1,38,2,4,0,65,0
775,2001681,Procurement,Bachelor's,f,1,40,3,7,0,68,0
776,2001682,Legal,Bachelor's,f,1,52,3,4,1,55,0
777,2001683,Sales & Marketing,Bachelor's,m,1,60,2,12,0,48,0
779,2001684,Operations,Bachelor's,m,1,32,2,5,1,62,0
780,2001685,HR,Bachelor's,m,1,28,2,2,1,52,1
781,2001686,Sales & Marketing,Bachelor's,m,1,28,1,3,0,52,0
782,2001687,Operations,Master's & above,f,2,51,5,16,1,62,0
783,2001688,Sales & Marketing,Master's & above,m,1,33,4,5,0,49,0
784,2001689,Sales & Marketing,Master's & above,f,1,31,3,1,0,47,0
785,2001690,Sales & Marketing,Bachelor's,m,1,26,2,3,0,54,0
787,2001691,Operations,Bachelor's,f,1,29,5,2,1,60,0
788,2001692,Finance,Bachelor's,m,3,31,4,3,0,65,0
789,2001693,Operations,Bachelor's,m,1,43,2,11,0,57,0
790,2001694,Sales & Marketing,Bachelor's,m,1,32,1,6,1,47,0
791,2001695,Operations,Bachelor's,m,1,33,3,4,0,74,1
792,2001696,Sales & Marketing,Bachelor's,m,1,30,1,3,0,48,0
795,2001697,HR,Master's & above,f,1,43,5,11,1,51,0
796,2001698,Operations,Bachelor's,m,1,44,4,15,0,55,0
797,2001699,Analytics,Master's & above,f,1,33,3,2,0,84,0
798,2001700,Sales & Marketing,Bachelor's,m,1,31,2,7,0,50,0
799,2001701,Sales & Marketing,Master's & above,m,1,37,1,10,0,48,0
800,2001702,Technology,Bachelor's,f,2,32,3,6,0,79,0
801,2001703,Technology,Bachelor's,f,1,37,3,11,0,79,0
802,2001704,Sales & Marketing,Master's & above,m,1,37,3,5,0,49,0
804,2001705,Operations,Master's & above,m,2,35,3,9,0,56,0
805,2001706,Operations,Bachelor's,m,1,36,4,3,1,74,1
806,2001707,Technology,Bachelor's,m,2,39,3,5,1,78,0
807,2001708,Operations,Bachelor's,f,1,30,5,5,0,56,0
808,2001709,Operations,Bachelor's,f,1,26,3,5,0,60,0
809,2001710,Sales & Marketing,Bachelor's,m,1,27,3,3,0,51,0
810,2001711,Analytics,Bachelor's,m,1,32,3,3,1,78,1
811,2001712,Operations,Bachelor's,m,1,42,3,12,0,55,0
813,2001713,R&D,Bachelor's,m,1,35,5,7,0,89,0
814,2001714,Technology,Bachelor's,m,1,28,2,2,0,79,0
815,2001715,HR,Bachelor's,f,1,27,5,5,1,46,0
816,2001716,Operations,Master's & above,f,1,38,3,9,0,62,0
818,2001717,Operations,Master's & above,m,1,43,2,3,0,59,0
819,2001718,Sales & Marketing,Master's & above,f,1,34,5,9,0,49,0
820,2001719,Technology,Master's & above,m,1,38,3,8,0,77,0
821,2001720,Operations,Bachelor's,f,1,25,1,2,0,57,0
822,2001721,Technology,Bachelor's,m,1,35,1,6,1,77,1
823,2001722,Sales & Marketing,Bachelor's,m,1,29,1,5,0,48,0
824,2001723,Sales & Marketing,Bachelor's,m,1,40,1,6,0,55,0
825,2001724,Technology,Bachelor's,f,1,35,1,4,1,83,0
826,2001725,Analytics,Bachelor's,m,1,34,3,3,0,89,1
827,2001726,Procurement,Bachelor's,f,1,37,1,2,0,64,0
828,2001727,R&D,Master's & above,m,1,29,3,2,1,84,0
829,2001728,Technology,Master's & above,m,1,39,1,8,0,77,0
830,2001729,Procurement,Bachelor's,m,1,50,3,8,0,71,0
831,2001730,HR,Bachelor's,f,1,25,5,2,1,47,0
832,2001731,Sales & Marketing,Bachelor's,m,1,40,2,10,0,49,0
833,2001732,Sales & Marketing,Bachelor's,f,1,30,3,8,1,50,1
834,2001733,Procurement,Bachelor's,f,1,33,2,3,1,69,1
835,2001734,Procurement,Bachelor's,f,1,32,3,3,0,70,0
836,2001735,Technology,Master's & above,m,1,39,2,7,0,78,0
837,2001736,Operations,Bachelor's,m,1,52,4,10,0,60,0
838,2001737,Procurement,Bachelor's,f,1,29,5,4,1,72,1
839,2001738,Operations,Bachelor's,m,1,48,5,17,1,58,0
840,2001739,Technology,Bachelor's,m,2,38,1,8,1,81,0
841,2001740,Sales & Marketing,Bachelor's,m,1,44,3,10,0,49,0
842,2001741,Sales & Marketing,Master's & above,m,1,42,5,11,1,54,1
844,2001742,Procurement,Master's & above,f,1,34,4,7,0,70,0
845,2001743,Sales & Marketing,Master's & above,m,1,39,4,8,0,47,0
846,2001744,Sales & Marketing,Master's & above,f,1,38,2,8,0,51,0
847,2001745,Technology,Bachelor's,m,1,47,3,16,0,80,0
848,2001746,Operations,Bachelor's,m,1,29,3,3,0,66,0
849,2001747,Sales & Marketing,Bachelor's,f,1,36,2,7,0,50,0
850,2001748,Technology,Bachelor's,m,1,29,1,6,1,77,0
851,2001749,HR,Master's & above,m,1,34,3,7,0,55,0
853,2001750,Technology,Bachelor's,m,2,27,3,1,0,77,0
854,2001751,HR,Bachelor's,m,1,29,1,3,0,51,0
855,2001752,Procurement,Master's & above,f,1,36,3,4,0,81,1
856,2001753,Sales & Marketing,Bachelor's,f,1,29,4,3,0,52,0
858,2001754,Analytics,Bachelor's,m,1,26,3,4,0,85,0
860,2001755,Analytics,Master's & above,m,3,35,5,3,0,86,0
861,2001756,Technology,Bachelor's,f,1,49,5,6,0,80,0
862,2001757,Technology,Bachelor's,m,1,33,5,2,1,79,0
864,2001758,Operations,Master's & above,m,1,43,4,3,0,59,0
865,2001759,Sales & Marketing,Bachelor's,m,1,44,4,12,0,50,0
868,2001760,Sales & Marketing,Bachelor's,m,3,53,3,12,0,50,0
869,2001761,Operations,Master's & above,m,1,36,3,9,0,62,0
870,2001762,Procurement,Master's & above,f,2,50,5,13,1,69,0
871,2001763,Sales & Marketing,Bachelor's,m,1,31,4,4,1,48,0
872,2001764,Sales & Marketing,Bachelor's,m,2,36,1,4,0,49,0
873,2001765,Sales & Marketing,Bachelor's,m,1,24,1,2,0,48,0
874,2001766,R&D,Master's & above,m,1,32,5,5,1,78,0
875,2001767,Sales & Marketing,Bachelor's,f,1,51,1,13,0,51,0
876,2001768,Analytics,Bachelor's,m,1,29,5,3,1,87,0
879,2001769,Operations,Bachelor's,f,2,42,5,5,1,61,1
881,2001770,Procurement,Bachelor's,m,3,43,5,2,0,70,0
882,2001771,Analytics,Bachelor's,m,1,31,3,4,0,85,0
883,2001772,Procurement,Bachelor's,f,1,46,1,5,0,68,0
884,2001773,Sales & Marketing,Bachelor's,m,1,38,4,6,0,46,0
885,2001774,Sales & Marketing,Bachelor's,m,2,33,4,7,0,51,0
886,2001775,Operations,Bachelor's,m,1,33,5,3,1,63,0
888,2001776,Analytics,Bachelor's,f,1,30,4,5,0,91,0
889,2001777,Technology,Bachelor's,f,2,28,3,3,0,82,0
890,2001778,Procurement,Bachelor's,m,1,44,5,5,1,72,0
891,2001779,Operations,Bachelor's,m,2,37,3,3,0,61,0
893,2001780,Technology,Bachelor's,f,1,50,3,23,1,80,0
894,2001781,Technology,Bachelor's,m,1,36,4,5,1,78,1
895,2001782,Sales & Marketing,Bachelor's,m,1,28,3,2,0,47,0
896,2001783,Analytics,Bachelor's,m,3,28,5,5,1,80,0
897,2001784,Finance,Bachelor's,f,1,28,5,5,1,57,0
900,2001785,Operations,Bachelor's,f,2,43,4,5,1,62,0
901,2001786,Technology,Bachelor's,m,1,49,3,16,0,78,0
902,2001787,Sales & Marketing,Bachelor's,m,1,35,3,10,0,49,0
904,2001788,Sales & Marketing,Bachelor's,m,1,33,3,8,0,48,0
905,2001789,Operations,Master's & above,m,1,35,5,9,1,65,0
906,2001790,Technology,Master's & above,f,1,39,3,10,0,81,0
907,2001791,Technology,Master's & above,m,1,34,4,3,1,81,0
908,2001792,Analytics,Bachelor's,m,1,36,5,5,0,79,0
909,2001793,Technology,Bachelor's,m,2,44,5,7,1,78,0
910,2001794,Analytics,Bachelor's,m,1,29,3,3,0,87,0
911,2001795,Sales & Marketing,Master's & above,m,1,47,5,11,1,50,0
912,2001796,Technology,Bachelor's,m,1,30,5,3,1,77,1
913,2001797,Sales & Marketing,Bachelor's,m,1,40,3,4,0,52,0
914,2001798,Operations,Master's & above,f,1,47,3,20,0,63,0
915,2001799,Sales & Marketing,Bachelor's,m,2,27,4,4,0,48,0
916,2001800,Operations,Bachelor's,f,1,46,3,8,0,57,0
917,2001801,Sales & Marketing,Bachelor's,m,1,55,5,5,1,53,0
918,2001802,Sales & Marketing,Bachelor's,m,1,40,1,10,0,48,0
920,2001803,Technology,Bachelor's,m,1,28,3,5,0,77,0
921,2001804,Procurement,Bachelor's,f,1,40,5,11,1,73,0
922,2001805,Analytics,Bachelor's,m,2,32,3,7,1,85,0
923,2001806,Sales & Marketing,Master's & above,m,1,53,3,14,1,51,0
924,2001807,Sales & Marketing,Bachelor's,m,1,33,1,4,0,50,0
926,2001808,Sales & Marketing,Bachelor's,m,1,45,4,12,0,47,0
927,2001809,Operations,Bachelor's,f,2,30,3,5,1,53,0
